,Unnamed: 0,brand,model,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,country
0,0,Mercedes-Benz,A-CLAss,210000.0,2022,1,160.0,0,hybrid,1.3,1,0,0,0,0,0,Germany
1,1,BMW,7 Series,284700.0,2019,1,258.0,0,hybrid,2.0,0,0,1,0,1,1,Germany
2,2,Alfa Romeo,Giulia,92400.0,2018,1,197.0,0,petrol,2.0,0,1,1,1,0,0,Italy
3,3,Mercedes-Benz,S-CLAss,285900.0,2017,2,258.0,0,diesel,3.0,0,1,1,1,0,0,Germany
4,4,BMW,3 Series,299000.0,2024,1,156.0,0,petrol,2.0,1,1,1,0,0,0,Germany
5,5,Toyota,Sequoia,120000.0,2008,4,381.0,1,petrol,5.8,1,0,0,0,0,0,Japan
6,6,Hyundai,Santa Fe,92500.0,2017,1,192.0,1,petrol,2.4,1,1,1,0,0,0,South Korea
7,7,Skoda,Karoq,82300.0,2018,2,115.0,0,petrol,1.0,0,1,1,0,1,1,Czech Republic
8,8,Skoda,Karoq,99000.0,2019,2,150.0,0,petrol,1.5,0,1,1,0,1,1,Czech Republic
9,9,Hyundai,i20,74000.0,2020,2,100.0,0,petrol,1.0,1,0,1,0,0,0,South Korea
10,10,Renault,Clio Estate,27800.0,2016,3,118.0,0,petrol,1.2,0,1,1,1,0,0,France
11,11,Jeep,Compass,129000.0,2021,1,150.0,0,petrol,1.3,0,1,1,0,1,1,United States
12,12,Seat,Leon,105000.0,2018,5,290.0,0,petrol,2.0,1,1,0,1,0,0,Spain
13,13,Alfa Romeo,Mito,70000.0,2018,2,170.0,0,petrol,1.4,1,1,0,1,0,0,Italy
14,14,Audi,Q2,86800.0,2017,1,150.0,0,petrol,1.4,1,1,1,0,0,0,Germany
15,15,Land Rover,Range Rover Sport,382400.0,2019,2,404.0,0,hybrid,2.0,1,0,0,0,0,0,United Kingdom
16,16,Jeep,Jeep Wrangler,250000.0,2019,4,280.0,1,petrol,3.6,1,1,0,0,1,1,United States
17,17,Mercedes-Benz,Sprinter,195000.0,2021,1,143.0,0,diesel,2.1,1,0,1,0,1,1,Germany
18,18,Porsche,Cayenne,510000.0,2021,1,340.0,1,petrol,3.0,1,1,0,0,1,1,Germany
19,19,Citroen,Berlingo,53000.0,2018,3,100.0,0,diesel,1.6,1,0,1,1,0,0,France
20,20,Dodge,Ram,189900.0,2022,1,370.0,1,petrol,6.7,1,0,0,0,0,0,United States
21,21,Nissan,Micra,40000.0,2018,1,80.0,0,petrol,1.2,1,0,0,0,0,0,Japan
22,22,Nissan,Qashqai,63000.0,2017,2,130.0,0,diesel,1.6,0,1,1,1,0,0,Japan
23,23,Hyundai,Ioniq,116900.0,2021,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,South Korea
24,24,Suzuki,Ignis,70000.0,2021,1,83.0,0,hybrid,1.2,0,1,1,0,0,0,Japan
25,25,Hyundai,i10,72900.0,2021,1,84.0,0,petrol,1.2,1,1,1,0,0,0,South Korea
26,26,Mazda,3,54900.0,2016,1,120.0,0,petrol,1.5,1,1,0,1,0,0,Japan
27,27,Nissan,Qashqai,100000.0,2019,1,115.0,0,petrol,1.2,0,1,1,0,0,0,Japan
28,28,BMW,7 Series,77000.0,2014,6,258.0,0,petrol,3.0,1,1,0,0,0,0,Germany
29,29,Kia,Sportage,88000.0,2019,1,155.0,0,petrol,2.0,0,1,1,0,0,0,South Korea
30,30,Mercedes-Benz,GLC,455000.0,2023,1,204.0,1,petrol,2.0,0,1,1,0,0,0,Germany
31,31,Hyundai,Sonata Hybrid,3000.0,2019,2,154.0,0,hybrid,2.0,0,1,1,0,1,1,South Korea
32,32,Kia,Picanto,79800.0,2022,1,84.0,0,petrol,1.2,0,1,1,0,0,0,South Korea
33,33,Chevrolet,Trax,44900.0,2017,1,140.0,0,electric,1.4,0,1,1,1,0,0,United States
34,34,Nissan,X-Trail,115000.0,2020,2,150.0,1,diesel,1.7,0,1,1,1,0,0,Japan
35,35,Skoda,Octavia,99800.0,2021,1,110.0,0,petrol,1.0,1,0,0,0,0,0,Czech Republic
36,36,Toyota,Corolla Hybrid,111900.0,2022,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,Japan
37,37,Chevrolet,Trax,69000.0,2019,2,140.0,0,electric,1.4,1,1,1,0,0,0,United States
38,38,Citroen,Berlingo,79000.0,2020,1,130.0,0,diesel,1.5,1,0,1,1,0,0,France
39,39,Lexus,RX350,25000.0,2007,5,276.0,1,petrol,3.5,1,1,0,0,0,0,Japan
40,40,Nissan,Qashqai,43375.0,2015,3,115.0,0,petrol,1.2,1,1,0,1,0,0,Japan
41,41,Chevrolet,Savanna,147000.0,2020,1,181.0,0,diesel,4.5,1,0,0,0,0,0,United States
42,42,Jeep,Jeep Wrangler,300000.0,2021,1,272.0,1,petrol,2.0,1,1,0,0,0,0,United States
43,43,Citroen,Berlingo,65000.0,2019,1,100.0,0,diesel,1.6,1,0,1,1,0,0,France
44,44,Chevrolet,Spark,42000.0,2017,2,98.0,0,electric,1.4,1,0,1,0,0,0,United States
45,45,Volkswagen,Tiguan,200000.0,2022,1,190.0,1,petrol,2.0,0,0,1,0,1,1,Germany
46,46,Land Rover,Range Rover Sport,380000.0,2020,1,300.0,1,petrol,2.0,1,0,0,0,0,0,United Kingdom
47,47,Subaru,Forester,42000.0,2011,3,150.0,1,petrol,2.0,1,0,0,0,0,0,Japan
48,48,Audi,Q7,216000.0,2018,2,374.0,1,hybrid,3.0,1,0,0,1,0,0,Germany
49,49,Jeep,Grand Cherokee,278000.0,2022,1,286.0,1,petrol,3.6,1,1,0,0,0,0,United States
50,50,Toyota,Land Cruiser,168000.0,2017,5,177.0,1,diesel,2.8,0,0,0,0,0,0,Japan
51,51,Toyota,Land Cruiser,123000.0,2008,1,173.0,1,diesel,3.0,1,0,0,0,0,0,Japan
52,52,Alfa Romeo,Stelvio,140000.0,2018,3,200.0,1,petrol,2.0,1,1,1,0,0,0,Italy
53,53,Mitsubishi,Eclipse Cross,88000.0,2019,2,163.0,0,petrol,1.5,1,1,1,0,0,0,Japan
54,54,Subaru,Forester,45000.0,2012,3,150.0,1,petrol,2.0,1,0,0,0,0,0,Japan
55,55,Opel,Insignia,18000.0,2012,3,220.0,0,petrol,2.0,1,0,0,0,0,0,Germany
56,56,Peugeot,3008,98000.0,2019,1,130.0,0,diesel,1.5,0,1,1,1,0,0,France
57,57,Hyundai,Tucson,122900.0,2021,2,180.0,0,petrol,1.6,1,1,1,0,0,0,South Korea
58,58,Hyundai,Tucson,105000.0,2020,1,177.0,0,petrol,1.6,0,1,1,0,1,1,South Korea
59,59,Mercedes-Benz,GLE,209900.0,2017,2,333.0,1,hybrid,3.0,0,1,0,1,0,0,Germany
60,60,Hyundai,Unknown,94000.0,2022,1,123.0,0,petrol,1.6,1,1,1,0,0,0,South Korea
61,61,Chevrolet,Trail Blazer,108000.0,2021,1,155.0,1,electric,1.3,1,1,1,0,0,0,United States
62,62,Peugeot,3008,104262.0,2017,1,165.0,0,petrol,1.6,0,1,1,1,0,0,France
63,63,Mazda,6,152000.0,2022,1,195.0,0,petrol,2.5,0,1,1,0,1,1,Japan
64,64,BMW,X6,13000.0,2018,3,381.0,1,diesel,3.0,0,1,1,0,1,1,Germany
65,65,Peugeot,5008,99000.0,2019,2,180.0,0,petrol,1.6,0,0,1,1,1,1,France
66,66,Skoda,Octavia,87000.0,2020,1,150.0,0,petrol,1.5,1,0,0,0,0,0,Czech Republic
67,67,Renault,Grand Scenic,57000.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0,0,France
68,68,Toyota,Yaris,39900.0,2014,3,99.0,0,petrol,1.3,1,0,0,1,0,0,Japan
69,69,Renault,Megane Estate/ Grand Tour,71000.0,2021,1,116.0,0,diesel,1.5,1,0,1,0,0,0,France
70,70,Toyota,Corolla Hybrid,124000.0,2021,1,98.0,0,petrol,1.8,1,0,0,1,0,0,Japan
71,71,Mitsubishi,ASX,92000.0,2022,1,150.0,0,petrol,2.0,0,1,1,1,0,0,Japan
72,72,Skoda,Citigo,31900.0,2018,3,60.0,0,petrol,1.0,0,1,1,1,0,0,Czech Republic
73,73,Skoda,Octavia,83000.0,2019,1,150.0,0,petrol,1.5,1,0,0,0,0,0,Czech Republic
74,74,Suzuki,SX4 crossover,29200.0,2014,2,118.0,0,petrol,1.6,1,0,0,0,0,0,Japan
75,75,Hyundai,i20,14375.0,2010,2,126.0,0,petrol,1.6,1,1,0,0,0,0,South Korea
76,76,Mercedes-Benz,ML CLAss,89000.0,2011,3,272.0,1,petrol,3.5,1,1,0,0,0,0,Germany
77,77,Toyota,Land Cruiser,360000.0,2023,1,204.0,0,diesel,2.8,1,0,1,0,0,0,Japan
78,78,Mazda,CX-5,120000.0,2019,1,165.0,0,petrol,2.0,0,1,1,0,1,1,Japan
79,79,Kia,CEED,26000.0,2016,2,136.0,0,diesel,1.6,1,0,1,1,0,0,South Korea
80,80,Mercedes-Benz,C-CLAss,232000.0,2020,1,211.0,0,hybrid,2.0,0,1,0,1,0,0,Germany
81,81,Hyundai,i30,28500.0,2013,2,135.0,0,petrol,1.6,1,1,0,0,0,0,South Korea
82,82,Nissan,Qashqai,94000.0,2020,2,115.0,0,diesel,1.5,0,1,1,1,0,0,Japan
83,83,Chevrolet,Captiva,33000.0,2014,3,167.0,1,electric,2.4,1,1,0,0,0,0,United States
84,84,Peugeot,3008,105000.0,2020,1,130.0,0,petrol,1.2,0,1,0,1,1,1,France
85,85,Skoda,Kodiaq,115000.0,2019,2,150.0,0,petrol,1.5,0,1,1,0,1,1,Czech Republic
86,86,Peugeot,3008,79000.0,2018,1,120.0,0,diesel,1.6,0,1,1,1,0,0,France
87,87,Nissan,Qashqai,52375.0,2017,2,115.0,0,petrol,1.2,0,1,1,1,0,0,Japan
88,88,Mercedes-Benz,E-CLAss,409000.0,2021,1,367.0,1,petrol,3.0,0,1,1,0,1,1,Germany
89,89,Jeep,Grand Cherokee,202000.0,2021,1,286.0,1,petrol,3.6,1,1,0,0,0,0,United States
90,90,Subaru,Impreza Turbo,80000.0,2005,8,225.0,1,petrol,2.0,1,1,0,0,0,0,Japan
91,91,Alfa Romeo,Giulietta,82000.0,2017,2,240.0,0,petrol,1.7,0,1,1,1,0,0,Italy
92,92,BMW,X4,379900.0,2024,1,184.0,1,petrol,2.0,0,1,1,0,0,0,Germany
93,93,Hyundai,Tucson,103000.0,2021,1,156.0,0,petrol,2.0,1,1,1,0,0,0,South Korea
94,94,Renault,Megane Grand Coupe,65000.0,2020,1,116.0,0,diesel,1.5,0,1,1,1,0,0,France
95,95,Seat,Arona,76800.0,2021,1,110.0,0,petrol,1.0,0,1,1,0,1,1,Spain
96,96,Audi,Q2,85000.0,2017,1,150.0,0,petrol,1.4,0,1,1,0,1,1,Germany
97,97,Mercedes-Benz,S-CLAss,409999.0,2020,3,367.0,0,hybrid,3.0,0,1,0,1,0,0,Germany
98,98,Kia,CEED,59900.0,2020,1,140.0,0,petrol,1.4,0,1,1,1,0,0,South Korea
99,99,Skoda,Scala,71000.0,2020,1,115.0,0,petrol,1.0,1,0,0,0,0,0,Czech Republic
100,100,Toyota,Hilux,161000.0,2021,1,150.0,0,diesel,2.4,1,1,1,0,0,0,Japan
101,101,Renault,Grand Scenic,79000.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0,0,France
102,102,Hyundai,Santa Fe,59900.0,2013,2,192.0,1,petrol,2.4,1,1,0,0,0,0,South Korea
103,103,Kia,Soul,6000.0,2013,3,140.0,0,petrol,1.6,1,1,0,0,0,0,South Korea
104,104,Jeep,Grand Cherokee,180000.0,2019,2,286.0,1,petrol,3.6,1,1,1,0,0,0,United States
105,105,Kia,Niro Hybrid,94000.0,2019,3,141.0,0,hybrid,1.6,0,1,1,0,0,0,South Korea
106,106,Toyota,Auris Hybrid,65000.0,2018,2,99.0,0,hybrid,1.8,0,1,0,1,0,0,Japan
107,107,Land Rover,Range Rover Sport,605300.0,2022,2,306.0,1,diesel,3.0,1,1,1,0,0,0,United Kingdom
108,108,Mitsubishi,Atrage,19000.0,2015,5,80.0,0,petrol,1.2,1,1,0,0,0,0,Japan
109,109,Honda,Accord,44000.0,2015,3,156.0,0,petrol,2.0,1,1,0,0,0,0,Japan
110,110,Jeep,Compass,21800.0,2011,4,168.0,1,petrol,2.4,0,1,0,0,0,0,United States
111,111,Skoda,Kodiaq,125000.0,2019,2,150.0,0,diesel,2.0,1,0,0,0,0,0,Czech Republic
112,112,Chevrolet,Malibu,21000.0,2014,2,259.0,0,electric,2.0,1,1,1,0,0,0,United States
113,113,Alfa Romeo,Mito,45000.0,2016,2,170.0,0,petrol,1.4,1,1,0,1,0,0,Italy
114,114,Mercedes-Benz,E-CLAss,340000.0,2022,1,211.0,0,hybrid,2.0,1,1,0,0,0,0,Germany
115,115,Suzuki,Jimny,35000.0,2008,3,85.0,1,petrol,1.3,1,1,0,0,0,0,Japan
116,116,Mercedes-Benz,E-CLAss,329000.0,2021,1,211.0,1,hybrid,2.0,1,1,0,0,0,0,Germany
117,117,Jeep,Grand Cherokee,116000.0,2014,3,241.0,1,diesel,3.0,0,0,0,0,0,0,United States
118,118,Ford,Edge,49900.0,2014,3,240.0,0,petrol,2.0,1,1,0,0,0,0,United States
119,119,Mercedes-Benz,Sprinter,259000.0,2023,1,170.0,0,diesel,2.0,1,0,1,0,0,0,Germany
120,120,Mitsubishi,Pajero,125000.0,2014,3,200.0,1,diesel,3.2,1,1,0,0,0,0,Japan
121,121,Chevrolet,Camaro,195000.0,2021,2,275.0,0,electric,2.0,1,1,1,0,0,0,United States
122,122,Mitsubishi,Pajero,69000.0,2009,5,170.0,1,diesel,3.2,1,1,0,0,0,0,Japan
123,123,Skoda,Rapid,27500.0,2013,3,122.0,0,petrol,1.4,1,0,0,1,0,0,Czech Republic
124,124,Ford,Explorer,73825.0,2012,5,290.0,1,petrol,3.5,1,1,0,0,1,1,United States
125,125,Dacia,Unknown,59900.0,2021,1,95.0,0,diesel,1.5,1,0,1,1,0,0,Romania
126,126,Mitsubishi,ASX,75000.0,2018,2,150.0,0,petrol,2.0,1,1,1,0,0,0,Japan
127,127,Volkswagen,Passat,67000.0,2017,1,180.0,0,petrol,1.8,0,1,1,1,0,0,Germany
128,128,Peugeot,3008,118000.0,2020,1,130.0,0,diesel,1.5,0,1,1,0,1,1,France
129,129,Ford,Tourneo Connect,20000.0,2006,3,90.0,0,diesel,1.8,1,0,0,0,0,0,United States
130,130,Chevrolet,Captiva,9500.0,2012,3,264.0,1,electric,3.0,1,1,0,0,0,0,United States
131,131,Chevrolet,Malibu,37000.0,2014,3,259.0,0,electric,2.0,1,1,1,0,0,0,United States
132,132,Nissan,Qashqai,23000.0,2008,5,140.0,0,petrol,2.0,1,1,0,0,0,0,Japan
133,133,Skoda,Superb,5000.0,2021,1,190.0,0,petrol,2.0,0,1,1,0,1,1,Czech Republic
134,134,Skoda,Octavia,57000.0,2017,3,180.0,0,petrol,1.8,1,1,0,1,0,0,Czech Republic
135,135,Hyundai,Ioniq,68000.0,2018,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,South Korea
136,136,Toyota,Corolla,23000.0,2009,3,124.0,0,petrol,1.6,0,0,0,0,0,0,Japan
137,137,BMW,X2,142300.0,2021,4,136.0,0,petrol,1.5,0,1,1,1,0,0,Germany
138,138,Kia,Seltos,120000.0,2021,1,149.0,0,petrol,2.0,1,1,1,0,0,0,South Korea
139,139,Chevrolet,Blazer,177000.0,2022,2,308.0,1,electric,3.6,0,1,1,0,0,0,United States
140,140,Kia,Sportage,80925.0,2021,1,136.0,0,diesel,1.6,0,0,1,0,0,0,South Korea
141,141,Genesis,GV80,399000.0,2023,1,370.0,0,petrol,2.5,0,1,1,0,0,0,United Kingdom
142,142,Kia,Sorento,224000.0,2024,1,180.0,0,petrol,2.5,0,1,1,0,0,0,South Korea
143,143,Jeep,Compass,99900.0,2018,1,170.0,1,petrol,1.4,0,1,1,0,1,1,United States
144,144,Toyota,Corolla,52900.0,2016,2,132.0,0,petrol,1.6,1,0,0,1,0,0,Japan
145,145,Toyota,Corolla Hybrid,126031.0,2022,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Japan
146,146,Seat,Atka,99000.0,2018,1,150.0,0,petrol,1.4,0,1,1,1,0,0,Spain
147,147,Nissan,Qashqai,120000.0,2021,1,160.0,0,petrol,1.3,0,1,1,0,1,1,Japan
148,148,Hyundai,i30,23500.0,2014,6,135.0,0,petrol,1.6,1,1,0,0,0,0,South Korea
149,149,Nissan,Sentra,59900.0,2019,1,130.0,0,petrol,1.8,1,1,1,0,0,0,Japan
150,150,Alfa Romeo,Stelvio,152600.0,2018,2,280.0,1,petrol,2.0,1,1,1,0,0,0,Italy
151,151,Volkswagen,Tiguan,185000.0,2023,1,190.0,1,petrol,2.0,1,0,0,0,0,0,Germany
152,152,Hyundai,Ioniq,83000.0,2018,2,141.0,0,hybrid,1.6,0,1,0,0,1,1,South Korea
153,153,Toyota,Corolla Hybrid,94000.0,2021,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Japan
154,154,Ssangyong,Rexton,185000.0,2021,1,202.0,0,diesel,2.2,0,1,1,0,1,1,South Korea
155,155,Jeep,Jeep Wrangler,238000.0,2021,2,272.0,1,petrol,2.0,1,1,0,0,0,0,United States
156,156,Chevrolet,Traverse,41000.0,2013,3,281.0,0,electric,3.6,1,0,0,0,0,0,United States
157,157,Kia,Picanto,50000.0,2017,2,85.0,0,petrol,1.2,1,1,1,0,0,0,South Korea
158,158,Hyundai,Tucson,135000.0,2022,1,180.0,0,petrol,1.6,0,1,1,0,1,1,South Korea
159,159,Toyota,C-HR,90000.0,2017,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,Japan
160,160,Mazda,2,15800.0,2010,3,103.0,0,petrol,1.5,1,0,0,0,0,0,Japan
161,161,Land Rover,Discovery Sport,160000.0,2017,1,240.0,1,petrol,2.0,1,1,1,0,0,0,United Kingdom
162,162,Suzuki,Splash,16000.0,2011,2,95.0,0,petrol,1.2,1,0,0,0,0,0,Japan
163,163,Toyota,Land Cruiser,385000.0,2022,1,204.0,0,diesel,2.8,1,1,0,0,0,0,Japan
164,164,Hyundai,Ioniq,65000.0,2018,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,South Korea
165,165,Citroen,C3,65300.0,2020,1,110.0,0,petrol,1.2,1,1,0,1,0,0,France
166,166,Skoda,Octavia,115000.0,2021,1,150.0,0,petrol,1.5,1,0,0,0,0,0,Czech Republic
167,167,Hyundai,Elantra,92000.0,2021,1,127.0,0,petrol,1.6,0,1,1,0,1,1,South Korea
168,168,Opel,Combo,82000.0,2022,2,131.0,0,petrol,1.2,0,0,1,0,0,0,Germany
169,169,Kia,Sportage,60000.0,2016,3,132.0,0,petrol,1.6,1,1,1,0,0,0,South Korea
170,170,Kia,Picanto,62500.0,2019,0,84.0,0,petrol,1.2,0,0,1,0,0,0,South Korea
171,171,Nissan,Qashqai,79900.0,2019,1,159.0,0,petrol,1.3,0,1,1,1,0,0,Japan
172,172,Chevrolet,Spark,55000.0,2021,1,98.0,0,electric,1.4,1,1,1,0,0,0,United States
173,173,Mitsubishi,ASX,66000.0,2020,2,150.0,0,petrol,2.0,0,1,1,0,0,0,Japan
174,174,Skoda,Superb,7500.0,2020,2,150.0,0,petrol,1.5,0,1,1,0,1,1,Czech Republic
175,175,Kia,Sorento,122800.0,2018,2,200.0,1,diesel,2.2,0,1,1,0,1,1,South Korea
176,176,Dacia,Jogger,88000.0,2022,1,110.0,0,petrol,1.0,0,1,1,1,0,0,Romania
177,177,Toyota,Corolla,27500.0,2009,4,124.0,0,petrol,1.6,1,0,0,0,0,0,Japan
178,178,Mazda,3,2500.0,2009,3,105.0,0,petrol,1.6,1,0,0,0,0,0,Japan
179,179,Skoda,Octavia,103500.0,2020,2,150.0,0,petrol,1.5,1,0,0,0,0,0,Czech Republic
180,180,Mitsubishi,Outlander,60000.0,2014,2,150.0,1,petrol,2.0,1,1,0,1,0,0,Japan
181,181,Kia,Picanto,60000.0,2019,2,84.0,0,petrol,1.2,1,0,1,0,0,0,South Korea
182,182,Cadillac,CTS,100000.0,2010,4,564.0,0,petrol,6.2,1,1,0,0,0,0,United States
183,183,DS,DS7 Crossback,220000.0,2021,1,200.0,0,hybrid,1.6,1,0,0,1,0,0,France
184,184,Nissan,Qashqai,22500.0,2009,2,140.0,0,petrol,2.0,1,1,0,0,0,0,Japan
185,185,Cupra,Formentor,230000.0,2023,1,310.0,1,petrol,2.0,1,0,1,0,1,1,Spain
186,186,Toyota,Corolla,51999.0,2016,3,132.0,0,petrol,1.6,1,0,0,1,0,0,Japan
187,187,Mercedes-Benz,GLA,81900.0,2014,2,156.0,0,petrol,1.6,1,1,1,0,0,0,Germany
188,188,Jeep,Jeep Wrangler,319999.0,2021,2,272.0,0,petrol,2.0,1,1,1,0,0,0,United States
189,189,Alfa Romeo,Stelvio,182000.0,2020,2,200.0,1,petrol,2.0,1,1,1,0,0,0,Italy
190,190,Mitsubishi,Outlander,22000.0,2010,2,170.0,1,petrol,2.4,1,1,0,0,0,0,Japan
191,191,Kia,Sportage,118000.0,2021,1,177.0,0,petrol,1.6,0,1,1,0,1,1,South Korea
192,192,Volkswagen,Touareg,49000.0,2011,2,280.0,1,petrol,3.6,1,1,0,0,0,0,Germany
193,193,Suzuki,Splash,16000.0,2014,2,95.0,0,petrol,1.2,1,0,0,1,0,0,Japan
194,194,Chevrolet,Traverse,69900.0,2015,2,281.0,1,electric,3.6,0,1,1,0,0,0,United States
195,195,Hyundai,Ioniq,96900.0,2021,0,141.0,0,hybrid,1.6,0,1,1,0,1,1,South Korea
196,196,Alfa Romeo,Stelvio,182900.0,2022,1,200.0,1,petrol,2.0,0,1,1,0,1,1,Italy
197,197,Chevrolet,Spark,66560.0,2020,1,98.0,0,electric,1.4,0,1,1,0,0,0,United States
198,198,Hyundai,Unknown,78000.0,2021,1,123.0,0,petrol,1.6,1,1,1,0,0,0,South Korea
199,199,Nissan,X-Trail,84000.0,2020,1,150.0,0,diesel,1.7,0,1,1,1,0,0,Japan
200,200,Skoda,Superb,118000.0,2021,1,150.0,0,petrol,1.5,0,1,1,0,1,1,Czech Republic
201,201,Renault,Capture,52000.0,2019,3,90.0,0,diesel,1.5,0,1,1,1,0,0,France
202,202,Peugeot,3008,79000.0,2020,1,130.0,0,diesel,1.5,0,0,1,0,0,0,France
203,203,Porsche,Cayenne,124900.0,2014,5,245.0,1,diesel,3.0,0,1,0,0,0,0,Germany
204,204,Seat,Ibiza,53000.0,2016,1,110.0,0,petrol,1.0,0,1,0,1,0,0,Spain
205,205,Mazda,CX-5,65000.0,2016,2,165.0,0,petrol,2.0,1,1,0,1,0,0,Japan
206,206,Kia,Sportage,85900.0,2021,1,136.0,1,diesel,1.6,0,1,1,0,0,0,South Korea
207,207,Mitsubishi,Outlander,10000.0,2020,1,150.0,0,petrol,2.0,0,1,1,0,1,1,Japan
208,208,MG,EHS PHEV,149000.0,2023,1,258.0,0,hybrid,1.5,0,1,0,0,1,1,United Kingdom
209,209,Audi,Q7,309999.0,2019,1,374.0,1,diesel,3.0,1,0,0,0,0,0,Germany
210,210,Infiniti,QX 50,10000.0,2023,1,268.0,0,petrol,2.0,1,1,1,0,0,0,Japan
211,211,Kia,Stonic,68400.0,2018,1,120.0,0,petrol,1.0,0,1,1,1,0,0,South Korea
212,212,Skoda,Superb,212425.0,2022,1,156.0,0,hybrid,1.4,1,1,1,0,0,0,Czech Republic
213,213,Toyota,City,138000.0,2022,1,102.0,0,diesel,1.5,1,0,1,1,0,0,Japan
214,214,Hyundai,Tucson,108000.0,2019,1,177.0,0,petrol,1.6,0,1,1,0,1,1,South Korea
215,215,Alfa Romeo,Stelvio,220000.0,2022,1,200.0,1,petrol,2.0,0,1,1,0,1,1,Italy
216,216,Kia,Sorento,79500.0,2015,1,188.0,0,petrol,2.4,1,1,1,0,0,0,South Korea
217,217,Volkswagen,Jetta,20000.0,2009,2,122.0,0,petrol,1.4,1,0,0,0,0,0,Germany
218,218,Renault,Grand Scenic,39000.0,2016,1,110.0,0,diesel,1.5,1,1,0,1,0,0,France
219,219,Fiat,Ducato,35000.0,2013,1,157.0,0,diesel,3.0,1,0,0,0,0,0,Italy
220,220,Chevrolet,Vivant,15000.0,2008,2,121.0,0,electric,2.0,0,0,0,0,0,0,United States
221,221,Hyundai,Tucson,85000.0,2020,3,155.0,0,petrol,2.0,1,1,1,0,0,0,South Korea
222,222,Suzuki,Jimny,145000.0,2022,1,102.0,1,petrol,1.5,1,1,1,0,0,0,Japan
223,223,Skoda,Octavia,58000.0,2019,2,115.0,0,petrol,1.0,0,1,1,0,1,1,Czech Republic
224,224,Seat,Arona,72500.0,2019,2,115.0,0,petrol,1.0,0,1,1,0,1,1,Spain
225,225,Audi,Q5,104000.0,2015,3,225.0,1,petrol,2.0,1,1,0,0,0,0,Germany
226,226,Volkswagen,Passat,30000.0,2008,2,200.0,0,petrol,2.0,0,1,0,0,0,0,Germany
227,227,Peugeot,508,31800.0,2015,2,156.0,0,petrol,1.6,1,1,0,0,0,0,France
228,228,Peugeot,2008,91800.0,2021,1,130.0,0,petrol,1.2,0,1,1,1,0,0,France
229,229,Skoda,Kodiaq,119000.0,2019,1,150.0,0,petrol,1.5,0,1,1,0,1,1,Czech Republic
230,230,Renault,Capture,51500.0,2019,1,90.0,0,diesel,1.5,0,1,1,1,0,0,France
231,231,Kia,Sportage,92000.0,2019,1,136.0,0,diesel,1.6,0,1,1,0,0,0,South Korea
232,232,Ford,Explorer,79900.0,2014,3,290.0,1,petrol,3.5,1,1,0,0,0,0,United States
233,233,Skoda,Kodiaq,135860.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0,0,Czech Republic
234,234,Kia,Stonic,67000.0,2020,3,120.0,0,petrol,1.0,0,1,1,1,0,0,South Korea
235,235,Hyundai,i20,119900.0,2024,1,100.0,0,petrol,1.0,0,1,1,0,1,1,South Korea
236,236,Hyundai,i10,25000.0,2015,1,66.0,0,petrol,1.0,0,0,0,1,0,0,South Korea
237,237,Renault,Megane Grand Coupe,71900.0,2019,1,116.0,0,diesel,1.5,0,1,0,1,1,1,France
238,238,Toyota,Highlander,249000.0,2021,1,190.0,1,hybrid,2.5,0,1,0,0,1,1,Japan
239,239,Subaru,Impreza,9000.0,2020,4,114.0,0,petrol,1.6,0,1,1,0,0,0,Japan
240,240,Mercedes-Benz,GLE,495000.0,2022,1,255.0,1,petrol,2.0,1,0,1,0,0,0,Germany
241,241,Hyundai,Ioniq,99900.0,2021,1,141.0,0,hybrid,1.6,0,1,1,0,1,1,South Korea
242,242,Nissan,X-Trail,97306.0,2020,1,160.0,0,petrol,1.3,0,1,1,0,0,0,Japan
243,243,Mazda,3,89900.0,2020,1,165.0,0,petrol,2.0,0,1,1,0,1,1,Japan
244,244,Kia,Sportage,50000.0,2016,4,132.0,0,petrol,1.6,0,1,1,0,0,0,South Korea
245,245,Skoda,Superb,80000.0,2017,2,150.0,0,petrol,1.4,0,1,1,0,1,1,Czech Republic
246,246,Volvo,S60,19500.0,2013,3,180.0,0,petrol,1.6,1,1,0,0,0,0,Sweden
247,247,Kia,Sportage,90000.0,2020,1,136.0,0,diesel,1.6,0,1,1,0,0,0,South Korea
248,248,Mitsubishi,Outlander,111000.0,2019,2,150.0,0,petrol,2.0,0,1,1,0,1,1,Japan
249,249,Kia,Sorento,28000.0,2022,2,265.0,0,hybrid,1.6,0,0,1,0,1,1,South Korea
250,250,Audi,RSQ3,110000.0,2016,3,340.0,1,petrol,2.5,1,1,0,0,0,0,Germany
