,Unnamed: 0,brand,model,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,country
3069,3069,Peugeot,RCZ,5000.0,2012,3,156.0,0,petrol,1.6,0,0,0,0,0,0,France
3070,3070,Subaru,Outback,15000.0,2012,3,167.0,1,petrol,2.5,0,0,0,0,0,0,Japan
3071,3071,Honda,Accord,12000.0,2004,5,155.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3072,3072,Ford,Explorer,123000.0,2017,2,290.0,0,petrol,3.5,0,0,0,0,0,0,United States
3073,3073,Chevrolet,Blazer,165000.0,2020,3,230.0,1,electric,2.0,0,0,0,0,0,0,United States
3074,3074,Mazda,CX-5,110000.0,2020,2,165.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3075,3075,Citroen,C4,11900.0,2009,3,143.0,0,petrol,2.0,0,0,0,0,0,0,France
3076,3076,Mazda,CX-5,129000.0,2022,1,165.0,0,petrol,2.0,0,1,1,0,1,1,Japan
3077,3077,Toyota,Corolla,28500.0,2011,4,124.0,0,petrol,1.6,1,0,0,0,0,0,Japan
3078,3078,Volkswagen,Transporter,55000.0,2012,2,140.0,0,diesel,2.0,1,0,0,0,0,0,Germany
3079,3079,Toyota,Land Cruiser,275000.0,2022,2,204.0,1,diesel,2.8,1,1,0,0,1,1,Japan
3080,3080,Volvo,XC60,219999.0,2020,1,390.0,1,hybrid,2.0,1,1,1,0,0,0,Sweden
3081,3081,Porsche,Panamera,460000.0,2019,2,330.0,1,hybrid,2.9,0,1,0,1,0,0,Germany
3082,3082,Mitsubishi,Outlander,45000.0,2013,2,150.0,0,petrol,2.0,1,1,0,0,0,0,Japan
3083,3083,Honda,Civic,19900.0,2007,2,140.0,0,petrol,1.8,1,1,0,0,0,0,Japan
3084,3084,Suzuki,Vitra,47900.0,2016,1,120.0,0,petrol,1.6,0,1,1,1,0,0,Japan
3085,3085,Chevrolet,Trax,32000.0,2015,2,140.0,0,electric,1.8,1,1,0,1,0,0,United States
3086,3086,Toyota,Corolla Hybrid,103000.0,2020,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,Japan
3087,3087,Land Rover,Range Rover Sport,99000.0,2013,2,255.0,1,diesel,3.0,0,1,0,0,0,0,United Kingdom
3088,3088,Toyota,Prius,25500.0,2009,2,76.0,0,hybrid,1.5,0,1,0,1,0,0,Japan
3089,3089,Volkswagen,Passat,39000.0,2014,2,160.0,0,petrol,1.8,1,1,0,0,0,0,Germany
3090,3090,Audi,Q5,109000.0,2017,1,230.0,1,petrol,2.0,1,1,0,0,0,0,Germany
3091,3091,Peugeot,5008,120000.0,2021,1,130.0,0,petrol,1.5,0,1,1,1,0,0,France
3092,3092,Chevrolet,Malibu,3000.0,2011,3,169.0,0,electric,2.4,1,0,0,0,0,0,United States
3093,3093,Chevrolet,Malibu,84000.0,2020,2,163.0,0,electric,1.5,0,0,0,0,0,0,United States
3094,3094,Skoda,Kamik,80000.0,2021,2,115.0,0,petrol,1.0,0,0,0,0,0,0,Czech Republic
3095,3095,Hyundai,i10,54000.0,2019,2,87.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
3096,3096,Alfa Romeo,Giulietta,66000.0,2016,3,240.0,0,petrol,1.7,0,0,0,0,0,0,Italy
3097,3097,Kia,Supertruck,19000.0,2006,3,94.0,0,diesel,2.5,0,0,0,0,0,0,South Korea
3098,3098,Citroen,Berlingo,53500.0,2016,2,100.0,0,diesel,1.6,0,0,0,0,0,0,France
3099,3099,Renault,Megane Grand Coupe,78000.0,2020,2,116.0,0,diesel,1.5,0,0,0,0,0,0,France
3100,3100,Toyota,Corolla Hybrid,84000.0,2022,1,98.0,0,petrol,1.8,0,0,0,0,0,0,Japan
3101,3101,Kia,Sportage,68000.0,2017,2,155.0,0,petrol,2.0,0,0,0,0,0,0,South Korea
3102,3102,Volvo,S60,70000.0,2016,2,245.0,0,petrol,2.0,0,0,0,0,0,0,Sweden
3103,3103,Subaru,Outback,20000.0,2010,2,167.0,1,petrol,2.5,0,0,0,0,0,0,Japan
3104,3104,Opel,Astra,3000.0,2013,2,140.0,0,petrol,1.4,0,0,0,0,0,0,Germany
3105,3105,Suzuki,Jimny,64000.0,2016,4,85.0,1,petrol,1.3,0,0,0,0,0,0,Japan
3106,3106,Seat,Ibiza,19500.0,2011,3,85.0,0,petrol,1.4,0,0,0,0,0,0,Spain
3107,3107,Peugeot,2008,90000.0,2020,1,130.0,0,petrol,1.2,0,0,0,0,0,0,France
3108,3108,Renault,Megane Grand Coupe,63000.0,2019,1,116.0,0,diesel,1.5,0,0,0,0,0,0,France
3109,3109,Hyundai,Ioniq,110000.0,2021,1,141.0,0,hybrid,1.6,1,0,1,0,1,1,South Korea
3110,3110,Suzuki,SX4,27000.0,2012,2,119.0,0,petrol,1.6,1,0,0,0,0,0,Japan
3111,3111,Hyundai,i30CW,21000.0,2012,3,126.0,0,petrol,1.6,1,0,0,0,0,0,South Korea
3112,3112,Skoda,Superb,108000.0,2019,2,180.0,0,petrol,1.8,0,1,1,1,0,0,Czech Republic
3113,3113,Skoda,Octavia,44000.0,2017,2,150.0,0,petrol,1.4,1,0,1,1,0,0,Czech Republic
3114,3114,Hyundai,i35,30000.0,2013,2,132.0,0,petrol,1.6,1,0,0,0,0,0,South Korea
3115,3115,Citroen,C3,18000.0,2014,3,92.0,0,diesel,1.6,1,0,0,1,0,0,France
3116,3116,Mazda,2,52000.0,2018,2,112.0,0,petrol,1.5,1,1,0,0,0,0,Japan
3117,3117,Skoda,Octavia,99900.0,2021,1,110.0,0,petrol,1.0,0,0,0,0,0,0,Czech Republic
3118,3118,Alfa Romeo,Mito,69000.0,2019,1,170.0,0,petrol,1.4,1,1,0,1,0,0,Italy
3119,3119,Fiat,Ducato,6000.0,2016,1,150.0,0,diesel,2.3,1,0,0,0,0,0,Italy
3120,3120,DS,DS7 Crossback,107000.0,2021,1,177.0,0,diesel,2.0,0,1,1,0,1,1,France
3121,3121,Volkswagen,Jetta,24900.0,2012,3,122.0,0,petrol,1.4,1,1,0,1,0,0,Germany
3122,3122,BMW,5 Series,107000.0,2014,2,306.0,0,petrol,3.0,0,0,0,0,0,0,Germany
3123,3123,Volvo,S60,27000.0,2011,2,203.0,0,petrol,2.0,0,0,0,0,0,0,Sweden
3124,3124,Peugeot,208,22000.0,2013,2,120.0,0,petrol,1.6,0,0,0,0,0,0,France
3125,3125,Mitsubishi,Outlander,75000.0,2016,2,150.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3126,3126,Kia,Sportage,45000.0,2015,2,133.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
3127,3127,MG, 350,18000.0,2015,2,106.0,0,petrol,1.5,0,0,0,0,0,0,United Kingdom
3128,3128,Lexus,IS300h,89000.0,2015,4,181.0,0,hybrid,2.5,0,0,0,0,0,0,Japan
3129,3129,Honda,CR-V,1001.0,2017,3,155.0,1,petrol,2.0,0,0,0,0,0,0,Japan
3130,3130,Kia,Rio,19500.0,2014,3,109.0,0,petrol,1.4,0,0,0,0,0,0,South Korea
3131,3131,Mitsubishi,Lancer,19000.0,2009,6,140.0,0,petrol,1.8,0,0,0,0,0,0,Japan
3132,3132,Mini,Countryman,52000.0,2013,2,184.0,0,petrol,1.6,0,0,0,0,0,0,United Kingdom
3133,3133,BMW,X2,209000.0,2022,1,125.0,0,hybrid,1.5,0,0,0,0,0,0,Germany
3134,3134,Mazda,3,38500.0,2015,2,120.0,0,petrol,1.5,0,0,0,0,0,0,Japan
3135,3135,Lexus,IS250,30840.0,2008,3,208.0,0,petrol,2.5,0,0,0,0,0,0,Japan
3136,3136,Citroen,Berlingo,3000.0,2015,3,92.0,0,diesel,1.6,0,0,0,0,0,0,France
3137,3137,Nissan,X-Trail,134000.0,2021,1,150.0,0,diesel,1.7,0,0,0,0,0,0,Japan
3138,3138,Chevrolet,Cruze,10800.0,2014,4,141.0,0,electric,1.8,0,0,0,0,0,0,United States
3139,3139,MG,EHS PHEV,130000.0,2022,1,258.0,0,hybrid,1.5,0,0,0,0,0,0,United Kingdom
3140,3140,Mitsubishi,Outlander,89000.0,2020,2,150.0,0,petrol,2.0,0,1,1,0,1,1,Japan
3141,3141,Hyundai,iX35,36500.0,2012,2,163.0,0,petrol,2.0,1,1,0,0,0,0,South Korea
3142,3142,Citroen,Berlingo,47000.0,2017,1,100.0,0,diesel,1.6,1,0,1,1,0,0,France
3143,3143,Suzuki,Alto,25999.0,2014,2,67.0,0,petrol,1.0,1,0,0,0,0,0,Japan
3144,3144,BMW,3 Series,184900.0,2022,3,156.0,0,petrol,2.0,1,1,1,0,0,0,Germany
3145,3145,Honda,CR-V,75000.0,2015,2,155.0,1,petrol,2.0,1,1,0,0,0,0,Japan
3146,3146,Subaru,XV,107000.0,2020,1,152.0,1,petrol,2.0,1,1,0,0,1,1,Japan
3147,3147,Mazda,2,39900.0,2014,2,103.0,0,petrol,1.5,1,0,0,0,0,0,Japan
3148,3148,Volkswagen,Polo GTI,94900.0,2019,3,200.0,0,petrol,2.0,0,1,1,0,1,1,Germany
3149,3149,Citroen,Berlingo,103000.0,2021,1,130.0,0,diesel,1.5,1,0,1,1,0,0,France
3150,3150,Toyota,Prius,87000.0,2019,1,122.0,0,diesel,2.0,1,0,1,0,0,0,Japan
3151,3151,Audi,S3,127000.0,2016,1,286.0,1,petrol,2.0,0,1,1,1,0,0,Germany
3152,3152,Hyundai,Elantra,54000.0,2017,3,127.0,0,petrol,1.6,1,0,1,0,0,0,South Korea
3153,3153,BMW,X5,169900.0,2017,3,258.0,1,diesel,3.0,1,1,0,1,0,0,Germany
3154,3154,Toyota,Yaris,47900.0,2017,2,112.0,0,petrol,1.5,1,0,1,1,0,0,Japan
3155,3155,BMW,3 Series,89000.0,2017,2,136.0,0,petrol,1.5,0,1,1,1,0,0,Germany
3156,3156,Toyota,Corolla Hybrid,113000.0,2020,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,Japan
3157,3157,Nissan,Tiida,10000.0,2009,3,110.0,0,petrol,1.6,0,0,0,0,0,0,Japan
3158,3158,Kia,Sportage,98000.0,2018,1,155.0,0,petrol,2.0,0,0,0,0,0,0,South Korea
3159,3159,Ford,Focus,26000.0,2016,2,150.0,0,petrol,1.5,0,0,0,0,0,0,United States
3160,3160,Kia,Picanto,33000.0,2014,5,85.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
3161,3161,Dodge,Caliber,24500.0,2012,3,154.0,0,petrol,2.0,0,0,0,0,0,0,United States
3162,3162,Chevrolet,Captiva,13500.0,2008,4,150.0,1,diesel,2.0,0,0,0,0,0,0,United States
3163,3163,Buick,La Crosse,14000.0,2008,3,200.0,0,petrol,3.8,0,0,0,0,0,0,United States
3164,3164,BMW,3 Series,140000.0,2017,3,184.0,0,petrol,2.0,0,0,0,0,0,0,Germany
3165,3165,Suzuki,Grand Vitra,9000.0,2013,2,168.0,1,petrol,2.4,0,0,0,0,0,0,Japan
3166,3166,Mazda,BT50 2X4,24000.0,2008,3,143.0,0,diesel,2.5,0,0,0,0,0,0,Japan
3167,3167,Kia,Carnival,12500.0,2007,2,185.0,0,diesel,2.9,0,0,0,0,0,0,South Korea
3168,3168,Ford,Focus,9000.0,2014,3,125.0,0,petrol,1.6,0,0,0,0,0,0,United States
3169,3169,Chevrolet,Savanna,88000.0,2015,2,240.0,0,diesel,6.6,0,0,0,0,0,0,United States
3170,3170,Renault,Fluence,12000.0,2011,2,110.0,0,petrol,1.6,0,0,0,0,0,0,France
3171,3171,Mercedes-Benz,E-CLAss,349900.0,2021,1,194.0,0,diesel,2.0,0,1,0,1,0,0,Germany
3172,3172,Toyota,Yaris Hybrid,49000.0,2015,3,74.0,0,hybrid,1.5,0,1,0,1,0,0,Japan
3173,3173,Chevrolet,Trax,35900.0,2016,2,140.0,0,electric,1.4,0,1,1,1,0,0,United States
3174,3174,Toyota,Corolla Hybrid,88500.0,2019,1,98.0,0,petrol,1.8,1,0,1,0,1,1,Japan
3175,3175,Mitsubishi,Pajero,89000.0,2013,3,200.0,1,diesel,3.2,1,1,0,0,0,0,Japan
3176,3176,Renault,Megane Grand Coupe,76000.0,2021,1,116.0,0,diesel,1.5,0,1,1,0,1,1,France
3177,3177,Skoda,Octavia,39900.0,2019,1,150.0,0,diesel,2.0,1,0,0,0,0,0,Czech Republic
3178,3178,Kia,Sorento,15000.0,2006,4,140.0,1,diesel,2.5,1,1,0,0,0,0,South Korea
3179,3179,Honda,CR-V,73000.0,2017,1,155.0,1,petrol,2.0,1,1,1,0,0,0,Japan
3180,3180,Mitsubishi,Eclipse Cross,140000.0,2022,2,152.0,0,petrol,1.5,0,1,1,0,1,1,Japan
3181,3181,Mercedes-Benz,GT AMG,719000.0,2023,1,367.0,0,petrol,3.0,1,0,0,0,0,0,Germany
3182,3182,Renault,Megane,1000.0,2011,3,110.0,0,petrol,1.6,0,0,0,0,0,0,France
3183,3183,Mazda,CX-5,114000.0,2018,2,165.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3184,3184,Seat,Leon,115000.0,2019,3,190.0,0,petrol,2.0,0,0,0,0,0,0,Spain
3185,3185,Kia,Sportage,98000.0,2019,2,155.0,0,petrol,2.0,0,0,0,0,0,0,South Korea
3186,3186,Audi,A1,141000.0,2021,1,150.0,0,petrol,1.5,0,0,0,0,0,0,Germany
3187,3187,MG,ZS,52000.0,2018,2,111.0,0,petrol,1.0,0,0,0,0,0,0,United Kingdom
3188,3188,Toyota,Hilux,33500.0,2000,3,83.0,0,diesel,2.4,0,0,0,0,0,0,Japan
3189,3189,Audi,Q3,140000.0,2019,2,190.0,1,petrol,2.0,0,0,0,0,0,0,Germany
3190,3190,Toyota,Corolla,29000.0,2009,3,124.0,0,petrol,1.6,0,0,0,0,0,0,Japan
3191,3191,Citroen,C4,11000.0,2011,2,120.0,0,petrol,1.6,0,0,0,0,0,0,France
3192,3192,Chevrolet,Equinox,49900.0,2016,3,182.0,0,electric,2.4,0,0,0,0,0,0,United States
3193,3193,Hyundai,i800,85000.0,2017,2,170.0,0,diesel,2.5,0,0,0,0,0,0,South Korea
3194,3194,Suzuki,SX4,1000.0,2008,4,107.0,0,petrol,1.6,0,0,0,0,0,0,Japan
3195,3195,Opel,Astra,2999.0,2000,3,100.0,0,petrol,1.6,0,0,0,0,0,0,Germany
3196,3196,Toyota,Prius,17700.0,2007,3,76.0,0,hybrid,1.5,0,0,0,0,0,0,Japan
3197,3197,Renault,Clio,24500.0,2016,2,118.0,0,petrol,1.2,0,0,0,0,0,0,France
3198,3198,Chery,Chery FX,120000.0,2023,2,186.0,0,petrol,1.6,0,0,0,0,0,0,China
3199,3199,Chevrolet,Savanna,2000.0,2008,1,240.0,0,diesel,6.6,0,0,0,0,0,0,United States
3200,3200,Suzuki,Swift,18900.0,2008,3,101.0,0,petrol,1.5,1,1,0,0,0,0,Japan
3201,3201,Toyota,RAV4 Hybrid,215000.0,2022,1,178.0,0,hybrid,2.5,0,1,0,1,0,0,Japan
3202,3202,Nissan,Qashqai,48000.0,2016,2,115.0,0,petrol,1.2,0,1,1,1,0,0,Japan
3203,3203,Seat,Leon,140000.0,2017,4,290.0,0,petrol,2.0,1,1,0,1,0,0,Spain
3204,3204,Peugeot,3008,69900.0,2018,1,165.0,0,petrol,1.6,0,1,1,1,0,0,France
3205,3205,Peugeot,3008,95993.0,2020,1,130.0,0,petrol,1.2,0,1,1,1,0,0,France
3206,3206,Toyota,Land Cruiser,159999.0,2015,4,190.0,1,diesel,3.0,1,1,0,0,0,0,Japan
3207,3207,Mercedes-Benz,CLA,94900.0,2017,4,122.0,0,petrol,1.6,1,1,0,1,0,0,Germany
3208,3208,Peugeot,2008,34990.0,2017,2,110.0,0,petrol,1.2,1,0,1,1,0,0,France
3209,3209,Citroen,Berlingo,38000.0,2017,2,75.0,0,diesel,1.6,1,0,0,1,0,0,France
3210,3210,Jeep,Compass,123900.0,2021,1,150.0,0,petrol,1.3,0,1,1,1,0,0,United States
3211,3211,Chevrolet,Captiva,25000.0,2014,3,184.0,1,diesel,2.2,1,1,0,0,0,0,United States
3212,3212,Toyota,Corolla,101000.0,2020,1,132.0,0,hybrid,1.8,0,1,0,0,1,1,Japan
3213,3213,Mitsubishi,Outlander,65900.0,2014,2,150.0,0,petrol,2.0,1,1,0,0,0,0,Japan
3214,3214,Audi,A3,79000.0,2017,3,190.0,0,petrol,2.0,0,0,0,1,0,0,Germany
3215,3215,Hyundai,Ioniq,109000.0,2021,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,South Korea
3216,3216,Audi,A4,163000.0,2020,2,190.0,0,petrol,2.0,0,1,1,0,1,1,Germany
3217,3217,Skoda,Octavia,95000.0,2021,0,110.0,0,petrol,1.0,1,0,0,0,0,0,Czech Republic
3218,3218,Nissan,Qashqai,32000.0,2011,4,140.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3219,3219,Mitsubishi,Outlander,57000.0,2013,3,150.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3220,3220,Skoda,Octavia,48000.0,2016,2,110.0,0,petrol,1.2,0,0,0,0,0,0,Czech Republic
3221,3221,Mazda,3,26500.0,2013,4,150.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3222,3222,Fiat,Panda,6500.0,2010,2,69.0,0,petrol,1.2,0,0,0,0,0,0,Italy
3223,3223,Chevrolet,Silverado 2500,64000.0,2014,3,365.0,1,diesel,6.6,0,0,0,0,0,0,United States
3224,3224,Isuzu,D-MAX,68000.0,2014,2,163.0,0,diesel,2.5,0,0,0,0,0,0,Japan
3225,3225,Hyundai,Tucson,98450.0,2018,2,177.0,0,petrol,1.6,0,0,0,0,0,0,South Korea
3226,3226,Mercedes-Benz,GL CLAss,180000.0,2013,2,388.0,1,petrol,5.5,0,0,0,0,0,0,Germany
3227,3227,Mitsubishi,L200,170000.0,2021,2,150.0,1,diesel,2.3,0,0,0,0,0,0,Japan
3228,3228,Skoda,Octavia,35000.0,2013,3,105.0,0,petrol,1.2,0,0,0,0,0,0,Czech Republic
3229,3229,Mazda,3,66000.0,2016,2,120.0,0,petrol,1.5,0,0,0,0,0,0,Japan
3230,3230,Nissan,X-Trail,82000.0,2016,1,130.0,0,diesel,1.6,0,0,0,0,0,0,Japan
3231,3231,Toyota,Yaris,16000.0,2008,3,87.0,0,petrol,1.3,0,0,0,0,0,0,Japan
3232,3232,Porsche,Panamera,21000.0,2017,2,550.0,1,petrol,4.0,0,0,0,0,0,0,Germany
3233,3233,Fiat,Ducato,2000.0,2012,4,130.0,0,diesel,2.3,0,0,0,0,0,0,Italy
3234,3234,Chevrolet,Savanna,118000.0,2018,1,181.0,0,diesel,2.8,0,0,0,0,0,0,United States
3235,3235,Citroen,C4,49000.0,2018,3,165.0,0,petrol,1.6,0,0,0,0,0,0,France
3236,3236,Nissan,Micra,34000.0,2017,1,80.0,0,petrol,1.2,0,0,0,0,0,0,Japan
3237,3237,Mazda,2,49900.0,2018,2,112.0,0,petrol,1.5,1,1,0,0,0,0,Japan
3238,3238,Nissan,Micra,1000.0,2016,2,80.0,0,petrol,1.2,1,0,0,0,0,0,Japan
3239,3239,Hyundai,i10,19500.0,2013,3,87.0,0,petrol,1.2,1,0,0,0,0,0,South Korea
3240,3240,Hyundai,Tucson,94000.0,2018,2,155.0,0,petrol,2.0,1,1,0,0,0,0,South Korea
3241,3241,Toyota,Land Cruiser,172000.0,2015,2,190.0,1,diesel,3.0,1,1,0,0,0,0,Japan
3242,3242,Skoda,Octavia,77900.0,2019,2,150.0,0,petrol,1.5,1,0,0,0,0,0,Czech Republic
3243,3243,Toyota,Corolla,43900.0,2011,1,124.0,0,petrol,1.6,1,0,0,0,0,0,Japan
3244,3244,Peugeot,5008,74990.0,2019,1,165.0,0,petrol,1.6,0,1,1,1,0,0,France
3245,3245,BMW,X3,89500.0,2015,4,184.0,1,petrol,2.0,1,1,0,0,0,0,Germany
3246,3246,Jaguar,E-Pace,114000.0,2019,1,250.0,1,petrol,2.0,1,1,1,0,0,0,United Kingdom
3247,3247,Mini,Cooper,82900.0,2016,3,192.0,0,petrol,2.0,1,1,0,1,0,0,United Kingdom
3248,3248,Hyundai,i20,95000.0,2023,0,100.0,0,petrol,1.0,1,0,1,0,0,0,South Korea
3249,3249,BMW,X4,119900.0,2016,3,190.0,1,diesel,2.0,0,1,1,1,0,0,Germany
3250,3250,Kia,Sportage,67000.0,2016,2,177.0,1,petrol,1.6,1,1,1,0,0,0,South Korea
3251,3251,Peugeot,107,11990.0,2013,2,68.0,0,petrol,1.0,1,0,0,1,0,0,France
3252,3252,Mazda,3,18000.0,2010,3,105.0,0,petrol,1.6,0,0,0,0,0,0,Japan
3253,3253,Citroen,C4,11000.0,2013,4,120.0,0,petrol,1.6,0,0,0,0,0,0,France
3254,3254,Skoda,Octavia,2000.0,2017,2,110.0,0,petrol,1.2,0,0,0,0,0,0,Czech Republic
3255,3255,Citroen,C4,16000.0,2017,2,120.0,0,diesel,1.6,0,0,0,0,0,0,France
3256,3256,Hyundai,Sonata Hybrid,4000.0,2016,1,154.0,0,hybrid,2.0,0,0,0,0,0,0,South Korea
3257,3257,Skoda,Octavia,41000.0,2016,2,150.0,0,petrol,1.4,0,0,0,0,0,0,Czech Republic
3258,3258,Toyota,Corolla,14000.0,2006,3,110.0,0,petrol,1.6,0,0,0,0,0,0,Japan
3259,3259,Skoda,Octavia,58000.0,2017,2,110.0,0,petrol,1.2,0,0,0,0,0,0,Czech Republic
3260,3260,Toyota,Corolla RUN-X,6500.0,2004,4,110.0,0,petrol,1.6,0,0,0,0,0,0,Japan
3261,3261,Honda,Accord,6500.0,2007,2,156.0,0,petrol,2.0,0,0,0,0,0,0,Japan
3262,3262,Suzuki,Vitra,65000.0,2017,1,120.0,1,petrol,1.6,0,0,0,0,0,0,Japan
3263,3263,Kia,Sportage,45000.0,2012,3,163.0,0,petrol,2.0,0,0,0,0,0,0,South Korea
3264,3264,Jeep,Grand Cherokee,153000.0,2016,2,241.0,1,diesel,3.0,0,0,0,0,0,0,United States
3265,3265,Volkswagen,Tiguan,91000.0,2019,2,150.0,0,petrol,1.4,0,0,0,0,0,0,Germany
3266,3266,Peugeot,301,11500.0,2015,4,72.0,0,petrol,1.2,0,0,0,1,0,0,France
3267,3267,BMW,1 Series,9100.0,2016,3,136.0,0,petrol,1.5,1,1,0,1,0,0,Germany
3268,3268,Toyota,Corolla,28000.0,2008,1,124.0,0,petrol,1.6,1,0,0,0,0,0,Japan
3269,3269,Mitsubishi,Outlander,79900.0,2018,2,150.0,0,petrol,2.0,0,0,1,0,1,1,Japan
3270,3270,Isuzu,4X4 D-MAX,274900.0,2024,0,163.0,1,diesel,1.9,0,1,1,0,1,1,Japan
3271,3271,Skoda,Octavia,58000.0,2017,2,110.0,0,petrol,1.2,1,0,0,0,0,0,Czech Republic
3272,3272,Hyundai,Elantra,45900.0,2016,2,127.0,0,petrol,1.6,1,0,1,0,0,0,South Korea
3273,3273,Hyundai,Ioniq,95000.0,2021,1,141.0,0,hybrid,1.6,1,1,0,0,0,0,South Korea
3274,3274,Citroen,C4,39900.0,2019,2,130.0,0,petrol,1.2,0,1,1,0,1,1,France
3275,3275,Maserati,Levante,369000.0,2021,1,350.0,1,electric,3.0,1,1,0,0,0,0,Italy
3276,3276,Volkswagen,Crafter,2999.0,2018,1,140.0,0,diesel,2.0,1,0,1,0,1,1,Germany
3277,3277,Seat,Leon,25000.0,2012,4,160.0,0,petrol,1.8,1,1,0,0,0,0,Spain
3278,3278,Renault,Kangoo,55000.0,2020,1,95.0,0,diesel,1.5,1,0,1,1,0,0,France
3279,3279,Hyundai,i20,18900.0,2012,2,100.0,0,petrol,1.4,0,0,0,0,0,0,South Korea
3280,3280,MG,EHS PHEV,139999.0,2022,2,258.0,0,hybrid,1.5,0,1,0,0,1,1,United Kingdom
3281,3281,Mercedes-Benz,E-CLAss,400000.0,2021,1,367.0,1,petrol,3.0,0,1,1,0,0,0,Germany
3282,3282,Lynk&Co,Lynk Co 01,179000.0,2022,1,179.0,0,hybrid,1.5,0,0,0,0,1,1,China
3283,3283,Hyundai,i30,52000.0,2016,2,135.0,0,petrol,1.6,0,1,1,1,0,0,South Korea
3284,3284,Volkswagen,Golf,59000.0,2015,2,150.0,0,diesel,1.4,0,0,0,0,0,0,Germany
3285,3285,Seat,Leon,49999.0,2013,3,180.0,0,petrol,1.8,0,0,0,0,0,0,Spain
3286,3286,Hyundai,i20,101000.0,2022,2,100.0,0,petrol,1.0,0,0,0,0,0,0,South Korea
3287,3287,Suzuki,Swift,2000.0,2008,3,101.0,0,petrol,1.5,0,0,0,0,0,0,Japan
3288,3288,Fiat,Doblo,17600.0,2017,2,90.0,0,diesel,1.6,0,0,0,0,0,0,Italy
3289,3289,Hyundai,i10,68000.0,2021,1,84.0,0,petrol,1.2,0,0,0,0,0,0,South Korea
3290,3290,Chrysler,Grand Voyager,37000.0,2011,3,279.0,0,petrol,3.6,0,0,0,0,0,0,United States
3291,3291,Renault,Clio,54000.0,2018,1,118.0,0,petrol,1.2,0,0,0,0,0,0,France
3292,3292,Audi,Q2,88000.0,2017,3,150.0,0,petrol,1.4,0,0,0,0,0,0,Germany
3293,3293,Skoda,Superb,106000.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0,0,Czech Republic
3294,3294,Hyundai,Accent,8000.0,2008,3,97.0,0,petrol,1.4,0,0,0,0,0,0,South Korea
3295,3295,Renault,Clio Estate,32000.0,2017,2,90.0,0,diesel,1.5,0,0,0,0,0,0,France
3296,3296,Mercedes-Benz,GLC,141800.0,2016,2,211.0,1,petrol,2.0,0,0,0,0,0,0,Germany
3297,3297,Honda,HR-V,67000.0,2017,3,131.0,0,petrol,1.5,0,0,0,0,0,0,Japan
3298,3298,Lexus,LS460,80000.0,2010,5,381.0,0,petrol,4.6,0,0,0,0,0,0,Japan
3299,3299,Skoda,Kamik,91000.0,2022,1,115.0,0,petrol,1.0,1,0,0,0,0,0,Czech Republic
3300,3300,Mitsubishi,Outlander,55000.0,2015,3,150.0,0,petrol,2.0,1,1,0,0,0,0,Japan
3301,3301,Kia,Niro Hybrid,74900.0,2018,1,141.0,0,hybrid,1.6,0,1,1,1,0,0,South Korea
3302,3302,Toyota,Corolla,79900.0,2020,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Japan
3303,3303,Chevrolet,Traverse,49900.0,2015,2,281.0,0,electric,3.6,1,0,0,0,0,0,United States
3304,3304,Renault,Kedgar,75000.0,2019,2,116.0,0,diesel,1.5,0,1,1,1,0,0,France
3305,3305,Skoda,Superb,77000.0,2016,6,180.0,0,petrol,1.8,0,1,1,1,0,0,Czech Republic
3306,3306,Fiat,Doblo,63000.0,2021,1,105.0,0,diesel,1.6,1,0,1,1,0,0,Italy
3307,3307,Kia,XCEED,85999.0,2020,1,140.0,0,petrol,1.4,0,1,1,0,1,1,South Korea
3308,3308,Audi,Q5,175000.0,2019,1,252.0,1,petrol,2.0,0,1,1,0,1,1,Germany
3309,3309,Suzuki,Ignis,82000.0,2022,1,83.0,0,hybrid,1.2,0,1,1,0,0,0,Japan
3310,3310,Kia,Sportage,90000.0,2021,1,136.0,0,diesel,1.6,0,1,1,0,0,0,South Korea
3311,3311,Toyota,Prius,30000.0,2023,0,136.0,0,electric,1.5,0,1,1,0,1,1,Japan
3312,3312,MINI,ONE,82900.0,2018,2,102.0,0,petrol,1.5,1,0,1,1,0,0,United Kingdom
3313,3313,BMW,X5,370000.0,2022,1,286.0,1,diesel,3.0,1,1,0,1,0,0,Germany
3314,3314,Dacia,Duster,26000.0,2015,3,125.0,0,petrol,1.2,1,0,0,1,0,0,Romania
