,brand,model,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,cruise_control
8808,Skoda,SUPERB,84000.0,2019,1,150.0,0,petrol,1.5,0,1,0,0,1
8809,BMW,XM,1260000.0,2024,1,483.0,1,petrol,4.4,0,1,0,0,1
8810,Mercedes-Benz,ML CLASS,112000.0,2015,1,258.0,1,diesel,3.0,1,1,1,0,0
8811,Skoda,KODIAQ,128500.0,2020,1,150.0,0,petrol,1.5,0,1,0,0,1
8812,Hyundai,I10,69900.0,2023,1,84.0,0,petrol,1.2,1,1,1,0,0
8813,Seat,ATKA,91900.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0
8814,Skoda,KODIAQ,129000.0,2021,1,150.0,0,petrol,1.5,0,1,0,0,1
8815,Kia,SPORTAGE,39900.0,2014,3,166.0,0,petrol,2.0,1,1,0,0,0
8816,Seat,ARONA,70000.0,2020,1,115.0,0,petrol,1.0,0,1,0,0,1
8817,Subaru,XV,77000.0,2019,1,114.0,1,petrol,1.6,0,1,1,1,0
8818,Nissan,X-TRAIL,105000.0,2019,1,150.0,0,diesel,1.7,0,1,1,1,0
8819,Kia,SORENTO,147900.0,2020,2,200.0,1,diesel,2.2,0,0,1,0,1
8820,Peugeot,3008,107000.0,2021,1,130.0,0,petrol,1.2,0,1,0,0,1
8821,Kia,NIRO HYBRID,109900.0,2019,1,141.0,0,hybrid,1.6,0,1,0,1,0
8822,Opel,MOCHA,38500.0,2016,4,140.0,0,petrol,1.4,0,0,0,0,0
8823,Mazda,CX30,119000.0,2021,1,195.0,0,petrol,2.5,0,1,0,0,1
8824,Hyundai,TUCSON,128219.0,2019,1,177.0,0,petrol,1.6,0,1,0,0,1
8825,Land Rover,DISCOVERY SPORT,210000.0,2020,1,180.0,0,diesel,2.0,0,1,1,1,0
8826,Mercedes-Benz,GL,525000.0,2023,1,194.0,0,diesel,2.0,0,1,1,0,0
8827,Skoda,SUPERB,130000.0,2018,2,280.0,1,petrol,2.0,0,1,0,0,1
8828,Skoda,OCTAVIA,45000.0,2017,2,115.0,0,petrol,1.0,1,0,1,1,0
8829,Skoda,SUPERB,78000.0,2019,2,150.0,0,diesel,2.0,0,1,0,0,1
8830,Mazda,CX5,109000.0,2018,2,165.0,0,petrol,2.0,0,1,1,1,0
8831,Toyota,COROLLA,9000.0,2016,3,132.0,0,petrol,1.6,1,1,0,1,0
8832,Suzuki,JIMNY,42000.0,2010,4,85.0,1,petrol,1.3,1,0,0,0,0
8833,Toyota,COROLLA,127000.0,2022,1,98.0,0,hybrid,1.8,0,1,0,0,1
8834,Toyota,COROLLA,102359.0,2021,1,98.0,0,petrol,1.8,0,0,0,0,0
8835,Hyundai,I20 CROSS,53000.0,2017,2,100.0,0,petrol,1.4,1,0,1,0,0
8836,Skoda,OCTAVIA,106000.0,2021,1,150.0,0,petrol,1.5,1,0,0,0,0
8837,Skoda,SCALA,57000.0,2020,1,115.0,0,petrol,1.0,1,0,0,0,0
8838,Renault,MEGANE,84000.0,2021,1,116.0,0,diesel,1.5,0,1,1,1,0
8839,Mitsubishi,OUTLANDER,85000.0,2016,2,150.0,0,petrol,2.0,1,1,0,0,0
8840,BMW,XM,1099000.0,2024,0,490.0,1,petrol,4.4,0,1,0,0,1
8841,Toyota,COROLLA,95000.0,2019,2,98.0,0,hybrid,1.8,0,1,1,0,0
8842,Skoda,KAROQ,108900.0,2022,1,150.0,0,petrol,1.5,0,1,0,0,1
8843,Toyota,COROLLA,93900.0,2019,1,98.0,0,hybrid,1.8,0,1,0,1,0
8844,Hyundai,SONATA HYBRID,92900.0,2019,2,154.0,0,hybrid,2.0,0,1,0,0,1
8845,Nissan,X-TRAIL,84000.0,2020,1,150.0,0,diesel,1.7,0,1,1,1,0
8846,Hyundai,I10,64175.0,2021,1,84.0,0,petrol,1.2,1,0,1,0,0
8847,Jeep,WRANGLER,285000.0,2022,1,272.0,1,petrol,2.0,1,1,0,0,0
8848,Skoda,SUPERB,35000.0,2012,1,160.0,0,petrol,1.8,1,1,0,0,0
8849,Mercedes-Benz,VITO,95000.0,2014,2,136.0,0,diesel,2.1,1,0,0,0,0
8850,Nissan,X-TRAIL,93000.0,2019,1,160.0,0,petrol,1.3,1,1,1,0,0
8851,Mitsubishi,OUTLANDER,105000.0,2019,2,135.0,1,hybrid,2.4,0,0,0,0,1
8852,Volvo,S60,18000.0,2013,3,180.0,0,petrol,1.6,1,1,0,0,0
8853,BMW,3 SERIES,289900.0,2022,1,184.0,0,hybrid,2.0,0,1,1,0,0
8854,Skoda,OCTAVIA,96576.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0
8855,Hyundai,IONIQ,96400.0,2021,1,141.0,0,hybrid,1.6,0,0,0,0,0
8856,Hyundai,IONIQ,115900.0,2020,1,141.0,0,hybrid,1.6,0,1,1,0,0
8857,Renault,MEGANE,29900.0,2016,2,110.0,0,diesel,1.5,0,0,0,0,0
8858,Nissan,JUKE,36999.0,2014,2,117.0,0,petrol,1.6,1,1,0,0,0
8859,Subaru,XV,39900.0,2014,1,114.0,1,petrol,1.6,0,1,0,1,0
8860,Seat,ARONA,78000.0,2021,1,110.0,0,petrol,1.0,0,1,0,0,1
8861,Suzuki,SPLASH,22000.0,2011,1,95.0,0,petrol,1.2,1,0,0,0,0
8862,Toyota,COROLLA,107000.0,2023,1,125.0,0,petrol,1.5,1,0,1,0,1
8863,Mercedes-Benz,GLC,210000.0,2019,2,211.0,1,hybrid,2.0,1,0,1,0,0
8864,Hyundai,I20,52000.0,2017,3,100.0,0,petrol,1.4,1,0,1,0,0
8865,Mercedes-Benz,C-CLASS,67000.0,2017,3,170.0,0,diesel,2.1,0,1,1,1,0
8866,Jeep,WRANGLER,215000.0,2022,1,272.0,1,petrol,2.0,1,1,0,0,0
8867,Toyota,COROLLA,118000.0,2021,1,98.0,0,petrol,1.8,1,1,0,0,1
8868,Mitsubishi,OUTLANDER,108600.0,2017,1,150.0,0,petrol,2.0,0,1,0,0,1
8869,Chevrolet,TRAVERSE,132000.0,2019,3,310.0,1,electric,3.6,1,0,0,0,0
8870,Cadillac,XT5,150000.0,2019,1,310.0,0,petrol,3.6,1,1,1,0,0
8871,Ford,KUGA,39700.0,2016,2,182.0,0,petrol,1.5,0,1,1,0,0
8872,Peugeot,3008,63000.0,2017,2,120.0,0,diesel,1.6,0,1,0,0,1
8873,Nissan,X-TRAIL,92500.0,2018,1,130.0,0,diesel,1.6,0,1,1,1,0
8874,Jeep,WRANGLER,452200.0,2023,1,270.0,1,hybrid,2.0,1,0,0,1,0
8875,Peugeot,5008,87800.0,2020,1,180.0,0,petrol,1.6,1,1,1,0,0
8876,Skoda,OCTAVIA,122900.0,2021,1,150.0,0,petrol,1.5,0,0,0,0,0
8877,Citroen,BERLINGO,68900.0,2020,1,100.0,0,diesel,1.5,1,0,1,1,0
8878,Kia,STONIC,79900.0,2021,1,100.0,0,petrol,1.0,0,1,1,1,0
8879,Audi,Q5,249000.0,2022,2,265.0,1,petrol,2.0,1,1,1,0,0
8880,Hyundai,I20 CROSS,44000.0,2017,3,100.0,0,petrol,1.4,1,0,1,0,0
8881,Toyota,COROLLA,82000.0,2019,2,98.0,0,petrol,1.8,0,1,0,0,1
8882,Kia,NIRO HYBRID,78500.0,2018,2,141.0,0,hybrid,1.6,0,1,0,0,1
8883,Opel,CORSA,4000.0,2018,2,90.0,0,petrol,1.4,1,0,1,0,0
8884,Skoda,KAROQ,115000.0,2021,1,150.0,0,petrol,1.5,0,1,0,0,1
8885,Land Rover,ROVER RANGE SPORT,405000.0,2020,3,300.0,1,petrol,2.0,1,1,1,0,0
8886,Mazda,2,81900.0,2021,1,116.0,0,petrol,1.5,0,0,0,0,0
8887,Nissan,X-TRAIL,79000.0,2018,2,130.0,0,diesel,1.6,0,1,1,1,0
8888,Toyota,COROLLA,97900.0,2020,1,98.0,0,hybrid,1.8,1,1,0,0,0
8889,Mercedes-Benz,C,350000.0,2021,1,258.0,0,petrol,2.0,0,1,0,0,1
8890,Audi,A4,187000.0,2022,2,204.0,0,petrol,2.0,0,1,0,0,1
8891,Mitsubishi,OUTLANDER,60000.0,2014,3,150.0,0,petrol,2.0,1,1,0,0,0
8892,Jeep,WRANGLER,418000.0,2023,1,285.0,1,petrol,3.6,0,1,0,0,1
8893,Fiat,DUCATO,75500.0,2018,2,130.0,0,diesel,3.5,1,0,0,0,0
8894,Mercedes-Benz,E CLASS,370000.0,2022,1,211.0,0,hybrid,2.0,1,0,1,1,0
8895,Alfa Romeo,ROMEO,72000.0,2018,2,170.0,0,petrol,1.4,0,1,1,1,0
8896,Alfa Romeo,ROMEO,27000.0,2010,4,165.0,0,petrol,2.0,1,1,0,0,0
8897,Kia,PICANTO,50000.0,2018,2,84.0,0,petrol,1.2,1,0,1,0,0
8898,Toyota,HILUX,285000.0,2022,1,204.0,1,diesel,2.8,1,1,0,0,1
8899,Volvo,XC60,210000.0,2020,1,390.0,1,hybrid,2.0,1,1,0,0,0
8900,Suzuki,SX4,108400.0,2022,1,129.0,0,hybrid,1.4,0,1,0,0,1
8901,Nissan,QASHQAI,45000.0,2017,2,115.0,0,petrol,1.2,0,1,1,1,0
8902,Lexus,LS500,676220.0,2021,1,299.0,0,hybrid,3.5,0,0,0,0,0
8903,Hyundai,AND NEW,94000.0,2022,1,123.0,0,petrol,1.6,1,1,1,0,0
8904,Skoda,OCTAVIA,88352.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0
8905,Citroen,BERLINGO,66000.0,2020,1,75.0,0,diesel,1.5,1,0,1,1,0
8906,Kia,STONIC,89700.0,2020,1,120.0,0,petrol,1.0,0,1,1,0,0
8907,Citroen,C1,29900.0,2018,2,69.0,0,petrol,1.0,1,0,1,1,0
8908,Kia,NIRO PHEV,99000.0,2021,2,141.0,0,hybrid,1.6,0,0,0,0,1
8909,Nissan,QASHQAI,47000.0,2015,3,115.0,0,petrol,1.2,1,1,0,1,0
8910,BMW,X6,415000.0,2021,1,335.0,1,petrol,3.0,1,1,0,0,0
8911,Volvo,XC60,252000.0,2021,1,390.0,1,hybrid,2.0,1,0,1,0,0
8912,Jeep,WRANGLER,315000.0,2021,1,285.0,1,petrol,3.6,1,1,1,0,0
8913,Citroen,BERLINGO,37300.0,2017,2,75.0,0,diesel,1.6,1,0,0,1,0
8914,Nissan,QASHQAI,73000.0,2018,1,130.0,0,diesel,1.6,0,1,1,1,0
8915,Skoda,OCTAVIA,12000.0,2009,2,102.0,0,petrol,1.6,1,0,0,0,0
8916,Land Rover,ROVER RANGE EVOQUE,125000.0,2015,4,190.0,1,diesel,2.2,1,1,0,1,0
8917,Renault,MEGANE,64700.0,2020,2,116.0,0,diesel,1.5,1,0,1,0,0
8918,Peugeot,3008,75000.0,2017,2,165.0,0,petrol,1.6,0,1,1,1,0
8919,Mazda,3,2300.0,2007,3,105.0,0,petrol,1.6,1,1,0,0,0
8920,Toyota,HILUX,185000.0,2019,3,150.0,1,diesel,2.4,0,1,0,0,1
8921,Land Rover,ROVER RANGE SPORT,250000.0,2014,4,258.0,1,diesel,3.0,1,1,0,0,0
8922,Hyundai,TUCSON,109000.0,2019,2,177.0,0,petrol,1.6,0,1,0,0,1
8923,Hyundai,I20,119900.0,2024,1,100.0,0,petrol,1.0,0,1,0,0,1
8924,Seat,ATKA,81000.0,2020,1,150.0,0,petrol,1.5,0,1,0,0,1
8925,Toyota,COROLLA,117000.0,2021,1,98.0,0,hybrid,1.8,0,1,0,1,0
8926,Cadillac,CTS,125000.0,2018,2,272.0,0,petrol,2.0,0,1,0,0,1
8927,Peugeot,2008,109000.0,2022,1,130.0,0,diesel,1.5,0,1,1,1,0
8928,Seat,ATKA,91000.0,2020,1,150.0,0,petrol,1.5,0,1,0,0,1
8929,Hyundai,IONIQ,79000.0,2018,1,141.0,0,hybrid,1.6,0,1,1,0,0
8930,Skoda,FABIA,59000.0,2018,2,110.0,0,petrol,1.0,1,0,0,0,0
8931,Toyota,COROLLA,103000.0,2020,1,98.0,0,hybrid,1.8,0,1,0,1,0
8932,Audi,A4,252000.0,2024,1,150.0,0,petrol,2.0,1,1,1,0,0
8933,Hyundai,SONATA HYBRID,72000.0,2016,2,154.0,0,hybrid,2.0,0,1,0,0,1
8934,Cupra,LEON,165000.0,2024,1,150.0,0,petrol,1.4,0,0,1,0,1
8935,Hyundai,IONIQ,100000.0,2020,2,141.0,0,hybrid,1.6,0,1,0,0,1
8936,Skoda,SUPERB,140000.0,2019,2,272.0,1,petrol,2.0,0,1,0,0,1
8937,Seat,ARONA,80000.0,2019,1,115.0,0,petrol,1.0,0,1,0,0,1
8938,Ford,EDGE,82000.0,2016,1,245.0,0,petrol,2.0,1,1,0,0,0
8939,Hyundai,I10,55400.0,2019,3,87.0,0,petrol,1.2,1,0,1,0,0
8940,Mercedes-Benz,E CLASS,27625.0,2010,6,136.0,0,diesel,2.1,1,1,0,0,0
8941,Volkswagen,TRANSPORTER,75000.0,2017,2,84.0,0,diesel,2.0,1,0,1,1,0
8942,Toyota,AURIS HYBRID,52000.0,2015,2,99.0,0,hybrid,1.8,0,1,1,0,0
8943,Kia,SPORTAGE,97900.0,2021,1,177.0,0,petrol,1.6,1,1,1,0,0
8944,Mercedes-Benz,C,33000.0,2024,1,170.0,0,petrol,1.5,0,1,1,0,0
8945,BMW,4 SERIES,125000.0,2016,2,184.0,0,petrol,2.0,0,1,1,1,0
8946,BMW,X4,102000.0,2015,6,190.0,1,diesel,2.0,0,1,1,1,0
8947,Hyundai,ELANTRA,92000.0,2021,1,127.0,0,petrol,1.6,0,1,0,0,1
8948,Hyundai,I25,39000.0,2017,2,100.0,0,petrol,1.4,1,0,1,0,0
8949,Audi,Q8,519000.0,2024,0,286.0,1,diesel,3.0,0,1,0,0,1
8950,Kia,NIRO HYBRID,89900.0,2020,2,141.0,0,hybrid,1.6,0,0,0,0,0
8951,Audi,S3,21900.0,2023,1,310.0,1,petrol,2.0,0,1,0,0,1
8952,Mercedes-Benz,GL,405000.0,2021,2,325.0,1,hybrid,2.0,1,0,1,0,0
8953,Hyundai,I10,58000.0,2019,1,87.0,0,petrol,1.2,0,0,1,0,0
8954,Mercedes-Benz,C,291000.0,2023,1,170.0,0,petrol,1.5,0,1,1,1,0
8955,Fiat,500,1000.0,2014,1,69.0,0,petrol,1.2,1,0,0,1,0
8956,Skoda,SUPERB,95000.0,2017,3,220.0,0,petrol,2.0,0,1,0,1,1
8957,Kia,SPORTAGE,58000.0,2017,4,132.0,0,petrol,1.6,1,1,1,0,0
8958,Toyota,COROLLA,13500.0,2007,2,110.0,0,petrol,1.6,0,0,0,0,0
8959,Audi,A3,119000.0,2019,2,204.0,0,hybrid,1.4,0,0,1,0,0
8960,Suzuki,VITRA,61000.0,2016,2,120.0,0,petrol,1.6,0,0,1,1,0
8961,Audi,A3,207000.0,2022,1,190.0,0,petrol,2.0,0,1,0,0,1
8962,Nissan,QASHQAI,50000.0,2015,2,115.0,0,petrol,1.2,0,1,1,1,0
8963,Nissan,X-TRAIL,75000.0,2018,1,130.0,0,diesel,1.6,0,1,1,1,0
8964,Peugeot,5008,185000.0,2023,1,130.0,0,petrol,1.2,0,1,0,0,1
8965,Skoda,OCTAVIA,15100.0,2024,1,150.0,0,hybrid,1.4,0,1,1,0,0
8966,Hyundai,AND NEW,78000.0,2021,1,123.0,0,petrol,1.6,1,1,1,0,0
8967,Peugeot,3008,98135.0,2021,1,130.0,0,petrol,1.2,0,0,0,0,0
8968,Mercedes-Benz,A,78500.0,2013,2,211.0,0,petrol,2.0,0,1,1,1,0
8969,Nissan,QASHQAI,144000.0,2022,1,160.0,0,petrol,1.3,0,1,0,0,1
8970,Mazda,3,26000.0,2010,4,150.0,0,petrol,2.0,1,1,0,0,0
8971,Renault,MEGANE,75900.0,2020,1,116.0,0,diesel,1.5,0,0,0,0,0
8972,Citroen,BERLINGO,59999.0,2020,1,100.0,0,diesel,1.5,1,0,1,1,0
8973,Citroen,JUMPY SHORTMEDIUM,90000.0,2019,1,177.0,0,diesel,2.0,0,0,1,1,0
8974,Toyota,PRIUS PLUGIN,99000.0,2021,1,98.0,0,hybrid,1.8,0,0,0,1,1
8975,Volkswagen,TIGUAN,27900.0,2010,3,170.0,1,petrol,2.0,1,1,0,0,0
8976,Toyota,CHR,112900.0,2021,1,98.0,0,hybrid,1.8,0,0,0,0,0
8977,Mercedes-Benz,A,229000.0,2022,1,160.0,0,hybrid,1.3,1,0,1,0,0
8978,Mercedes-Benz,S-CLASS,840950.0,2022,1,435.0,1,petrol,3.0,0,1,0,0,1
8979,Ford,EDGE,40500.0,2011,1,285.0,1,petrol,3.5,1,1,0,0,0
8980,Chevrolet,TRAVERSE,50000.0,2012,3,281.0,1,electric,3.6,1,1,0,0,0
8981,Land Rover,DISCOVERY 4,129000.0,2012,1,255.0,1,diesel,3.0,1,1,0,0,0
8982,Jaguar,XJ,198000.0,2018,1,340.0,0,petrol,3.0,0,0,0,0,0
8983,Mitsubishi,OUTLANDER,127000.0,2019,1,135.0,1,hybrid,2.4,1,0,0,1,0
8984,Toyota,CHR,109000.0,2018,1,98.0,0,hybrid,1.8,0,1,0,0,1
8985,GMC,YUKON DENALI,8000.0,2015,2,420.0,1,petrol,6.2,1,0,0,0,0
8986,Skoda,OCTAVIA,26000.0,2012,2,105.0,0,petrol,1.2,1,0,0,0,0
8987,Mazda,CX5,74900.0,2017,2,165.0,0,petrol,2.0,1,1,0,1,0
8988,Mazda,3,12500.0,2009,2,105.0,0,petrol,1.6,1,0,0,0,0
8989,Jaguar,XF,74900.0,2016,2,240.0,0,petrol,2.0,1,1,1,0,0
8990,Mitsubishi,OUTLANDER,98000.0,2018,1,150.0,0,petrol,2.0,0,0,0,0,0
8991,Mitsubishi,ATRAGE,18900.0,2016,1,80.0,0,petrol,1.2,1,1,0,0,0
8992,Nissan,X-TRAIL,89900.0,2017,1,130.0,0,diesel,1.6,0,1,1,1,0
8993,Kia,NIRO PHEV,136000.0,2023,1,141.0,0,electric,1.6,0,1,0,0,1
8994,Infiniti,QX50,10000.0,2023,1,268.0,0,petrol,2.0,1,1,1,0,0
8995,Audi,Q5,174900.0,2019,2,245.0,1,petrol,2.0,0,1,0,0,1
8996,Toyota,COROLLA,101900.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0
8997,Hyundai,IONIQ,106900.0,2020,1,141.0,0,hybrid,1.6,0,1,1,0,0
8998,Audi,A8,166900.0,2017,2,310.0,1,petrol,3.0,0,1,0,0,1
8999,Ford,EDGE,175000.0,2022,1,248.0,0,petrol,2.0,0,1,0,0,1
9000,Ssangyong,REXTON,115000.0,2019,2,181.0,1,diesel,2.2,0,1,1,0,0
9001,Kia,STONIC,100000.0,2022,1,100.0,0,petrol,1.4,0,1,1,1,0
9002,Cupra,FORMENTOR,190000.0,2021,1,310.0,1,petrol,2.0,1,0,0,0,0
9003,Kia,SELTOS,117200.0,2022,1,149.0,0,petrol,2.0,1,1,1,0,0
9004,Mitsubishi,ASX,79000.0,2019,2,150.0,0,petrol,2.0,1,1,1,0,0
9005,Nissan,X-TRAIL,129989.0,2021,1,160.0,0,petrol,1.3,1,1,1,0,0
9006,Chevrolet,TRAVERSE,165000.0,2020,2,310.0,1,electric,3.6,1,1,1,0,0
9007,Alfa Romeo,ROMEO,65000.0,2014,3,240.0,0,petrol,1.7,1,1,0,0,0
9008,Citroen,BERLINGO,52000.0,2019,2,75.0,0,diesel,1.6,1,0,1,1,0
9009,Toyota,LAND CRUISER,160500.0,2011,2,173.0,1,diesel,3.0,1,1,0,0,0
9010,Subaru,FORESTER,139000.0,2019,2,182.0,1,petrol,2.5,0,1,0,0,1
9011,Chevrolet,TRAIL BLAZER,99900.0,2022,2,155.0,0,electric,1.3,1,1,1,0,0
9012,BMW,4 SERIES,520000.0,2024,1,382.0,1,petrol,3.0,0,1,0,0,1
9013,Audi,A4,102000.0,2018,2,150.0,0,petrol,1.4,0,1,0,0,1
9014,Citroen,C4,74900.0,2020,1,130.0,0,petrol,1.2,0,1,0,0,1
9015,Mitsubishi,TRITON L200,78770.0,2018,1,154.0,0,diesel,2.4,1,1,0,1,0
9016,Toyota,COROLLA,105900.0,2021,1,98.0,0,petrol,1.8,0,0,0,0,0
9017,Mazda,5,36000.0,2011,2,145.0,0,petrol,2.0,1,1,0,0,0
9018,Subaru,XV,66000.0,2018,2,114.0,1,petrol,1.6,0,1,1,1,0
9019,Isuzu,,2000.0,2003,2,109.0,0,diesel,3.1,1,0,0,0,0
9020,Hyundai,I30CW,14500.0,2009,2,126.0,0,petrol,1.6,1,0,0,0,0
9021,Renault,KOLEOS,115000.0,2021,2,150.0,0,diesel,1.7,0,1,0,0,1
9022,Ford,EDGE,49000.0,2014,1,240.0,0,petrol,2.0,1,1,0,0,0
9023,Jeep,COMPASS,39000.0,2012,3,154.0,0,petrol,2.0,1,1,0,0,0
9024,Hyundai,I30,37000.0,2015,3,135.0,0,petrol,1.6,1,1,0,0,0
9025,BMW,X5,73500.0,2008,3,355.0,1,petrol,4.8,1,1,0,0,0
9026,Kia,NIRO HYBRID,65000.0,2017,2,141.0,0,hybrid,1.6,0,1,0,0,1
9027,Hyundai,I20,25000.0,2013,3,100.0,0,petrol,1.4,1,0,0,0,0
9028,Toyota,COROLLA,95700.0,2019,2,98.0,0,hybrid,1.8,0,1,1,0,0
9029,Nissan,X-TRAIL,79000.0,2017,2,130.0,0,diesel,1.6,0,1,1,1,0
9030,BMW,X3,179000.0,2018,1,252.0,1,petrol,2.0,1,1,1,0,0
9031,Mercedes-Benz,CLE,595000.0,2024,0,258.0,0,petrol,2.0,0,0,0,0,0
9032,BMW,X5,449900.0,2022,2,286.0,1,hybrid,3.0,1,0,0,1,0
9033,Subaru,FORESTER,174000.0,2023,1,182.0,1,petrol,2.5,1,1,0,0,1
9034,Alfa Romeo,STELVIO,181900.0,2021,2,280.0,1,petrol,2.0,0,1,0,0,1
9035,Toyota,COROLLA,109000.0,2020,1,98.0,0,hybrid,1.8,0,1,1,0,0
9036,Chevrolet,BLAZER,182000.0,2021,1,308.0,1,electric,3.6,1,1,0,0,1
9037,Nissan,QASHQAI,74900.0,2019,1,160.0,0,petrol,1.3,0,1,0,0,1
9038,Kia,PICANTO,69900.0,2021,1,84.0,0,petrol,1.2,0,0,1,0,0
9039,Toyota,COROLLA,99500.0,2021,1,98.0,0,hybrid,1.8,0,1,0,0,1
9040,Hyundai,I35,38000.0,2015,2,132.0,0,petrol,1.6,1,0,0,0,0
9041,Suzuki,JIMNY,146000.0,2023,1,102.0,1,petrol,1.5,1,1,1,0,0
9042,Renault,GRAND SCENIC,62900.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0
9043,Mazda,CX5,72000.0,2017,2,165.0,0,petrol,2.0,1,1,0,1,0
9044,Kia,SPORTAGE,105000.0,2020,1,177.0,0,petrol,1.6,0,1,0,0,1
9045,Renault,CLIO,3000.0,2022,1,91.0,0,petrol,1.0,1,1,1,0,0
9046,BMW,3 SERIES,349000.0,2023,1,292.0,0,hybrid,2.0,0,0,0,1,1
9047,Nissan,X-TRAIL,98000.0,2018,2,130.0,0,diesel,1.6,0,1,1,1,0
9048,Hyundai,I20,71500.0,2020,2,100.0,0,petrol,1.0,1,0,1,0,0
9049,Peugeot,3008,34000.0,2015,2,156.0,0,petrol,1.6,1,1,0,0,0
9050,Volkswagen, POLO,22500.0,2012,1,85.0,0,petrol,1.4,1,0,0,0,0
9051,Mazda,CX3,108160.0,2021,1,156.0,0,petrol,2.0,1,1,0,1,0
9052,Kia,NIRO HYBRID,79900.0,2020,1,141.0,0,hybrid,1.6,0,0,0,0,1
9053,Chevrolet,EQUINOX,114900.0,2021,2,170.0,0,electric,1.5,0,1,1,0,0
9054,Suzuki,JIMNY,4000.0,2022,1,102.0,1,petrol,1.5,1,0,1,0,0
9055,Renault,MEGANE,71000.0,2021,1,116.0,0,diesel,1.5,1,0,1,0,0
9056,Toyota,COROLLA,99774.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0
9057,Toyota,COROLLA,84900.0,2019,1,98.0,0,hybrid,1.8,1,0,0,1,0
9058,Hummer,H2,550000.0,2008,0,325.0,0,petrol,6.0,0,0,0,0,0
9059,Volkswagen,KRAVEL,122800.0,2019,1,102.0,0,diesel,2.0,1,0,1,0,0
9060,Mazda,3,84900.0,2020,1,165.0,0,petrol,2.0,0,1,0,0,1
9061,Skoda,OCTAVIA,60000.0,2018,4,150.0,0,petrol,1.4,1,0,0,0,0
9062,Mercedes-Benz,CLA,260000.0,2022,2,160.0,0,hybrid,1.3,0,1,1,0,0
9063,Volkswagen,GOLF,60000.0,2011,6,210.0,0,petrol,2.0,1,1,0,0,0
9064,Mercedes-Benz,GL,388375.0,2022,1,197.0,0,petrol,2.0,0,1,0,0,1
9065,BMW,X2,190000.0,2022,2,136.0,0,petrol,1.5,0,1,1,1,0
9066,Kia,NIRO HYBRID,81000.0,2018,1,141.0,0,hybrid,1.6,0,0,1,1,0
9067,Mitsubishi,PAJERO,21000.0,2001,5,165.0,1,diesel,3.2,1,0,0,0,0
9068,BMW,Z4,277000.0,2021,2,197.0,0,petrol,2.0,0,1,0,0,1
9069,Nissan,QASHQAI,140000.0,2022,1,156.0,0,petrol,1.3,0,0,1,0,1
9070,Nissan,QASHQAI,69900.0,2019,1,115.0,0,diesel,1.5,0,1,1,1,0
9071,BMW,X5,525000.0,2024,1,286.0,1,diesel,3.0,0,0,0,0,0
9072,Toyota,PRIUS,78900.0,2016,2,98.0,0,hybrid,1.8,0,1,1,0,0
9073,Seat,IBIZA,100400.0,2023,1,110.0,0,petrol,1.0,0,0,0,0,0
9074,Kia,NIRO HYBRID,112000.0,2021,1,141.0,0,petrol,1.6,0,0,1,1,1
9075,Kia,NIRO HYBRID,75000.0,2019,1,141.0,0,hybrid,1.6,0,1,1,0,0
9076,Peugeot,3008,82664.0,2021,1,130.0,0,petrol,1.2,0,1,0,0,1
9077,Honda,CRV,75000.0,2015,2,155.0,1,petrol,2.0,1,1,0,0,0
9078,Cadillac,ATS,64900.0,2016,2,272.0,0,petrol,2.0,1,1,1,0,0
9079,Toyota,LAND CRUISER,18000.0,2014,2,190.0,1,diesel,3.0,1,1,0,0,0
9080,Isuzu,4X4 DMAX,130000.0,2017,2,163.0,1,diesel,2.5,1,0,0,0,0
9081,BMW,1 SERIES,16000.0,2022,1,136.0,0,petrol,1.5,1,0,1,1,0
9082,Kia,SPORTAGE,74500.0,2017,2,155.0,0,petrol,2.0,1,1,1,0,0
9083,Subaru,XV,63400.0,2017,2,114.0,1,petrol,1.6,1,1,0,1,0
9084,Subaru,XV,57000.0,2017,1,114.0,1,petrol,1.6,0,1,1,1,0
9085,Hyundai,I10,70000.0,2022,1,84.0,0,petrol,1.2,0,0,1,0,0
9086,Citroen,DS DS7 CROSSBACK,99000.0,2018,1,177.0,0,diesel,2.0,0,1,0,1,1
9087,BMW,I8,295000.0,2017,3,362.0,1,hybrid,1.5,0,1,0,1,0
9088,Chevrolet,ORLANDO,32500.0,2015,2,140.0,0,electric,1.4,0,1,1,1,0
9089,Hyundai,I25,24550.0,2012,2,109.0,0,petrol,1.4,0,0,0,0,0
9090,Citroen,DS DS3 CROSSBACK,96600.0,2019,1,155.0,0,petrol,1.2,0,1,0,0,1
9091,Toyota,COROLLA,49700.0,2016,2,132.0,0,petrol,1.6,1,0,0,0,0
9092,Hyundai,TUCSON,147900.0,2023,2,180.0,0,petrol,1.6,0,0,1,0,1
9093,Mitsubishi,ASX,66900.0,2018,2,150.0,0,petrol,2.0,1,1,1,0,0
9094,Fiat,DUCATO,108800.0,2020,1,150.0,0,diesel,2.3,1,0,0,0,0
