,brand,model,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,cruise_control
765,Fiat,500X,40500.0,2016,2,140.0,0,petrol,1.4,0,1,1,1,0
766,Fiat,500,1600.0,2014,1,69.0,0,petrol,1.2,1,0,0,1,0
767,Opel,MOCHA,49142.0,2017,2,140.0,0,petrol,1.4,0,1,1,1,0
768,Toyota,AURIS HYBRID,51000.0,2015,2,99.0,0,hybrid,1.8,0,1,1,0,0
769,Mercedes-Benz,C-CLASS,291000.0,2023,1,170.0,0,petrol,1.5,0,1,1,1,0
770,Hyundai,I10,18500.0,2013,4,69.0,0,petrol,1.1,1,0,0,0,0
771,Kia,SELTOS,119000.0,2022,1,149.0,0,petrol,2.0,1,1,1,0,0
772,Audi,A3,119000.0,2019,2,204.0,0,hybrid,1.4,1,0,0,0,0
773,Kia,SPORTAGE,74000.0,2019,2,132.0,0,petrol,1.6,1,1,1,0,0
774,Seat,ATKA,95899.0,2021,1,150.0,0,petrol,1.5,0,1,1,0,1
775,Hyundai,I25,31000.0,2012,3,124.0,0,petrol,1.6,1,0,0,0,0
776,Citroen,C3,73000.0,2021,1,110.0,0,petrol,1.2,1,1,0,0,0
777,Kia,SORENTO,5910.0,2021,1,180.0,0,petrol,2.5,0,0,1,0,1
778,Chevrolet,EQUINOX,95000.0,2019,1,170.0,0,electric,1.5,1,1,1,0,0
779,Peugeot,3008,67500.0,2020,1,130.0,0,petrol,1.2,0,1,1,1,0
780,Alfa Romeo,STELVIO,199900.0,2019,2,280.0,1,petrol,2.0,1,1,1,0,0
781,Kia,PICANTO,31500.0,2013,2,85.0,0,petrol,1.2,0,1,0,0,0
782,Nissan,QASHQAI,115092.0,2019,1,160.0,0,petrol,1.3,0,0,1,0,1
783,Skoda,OCTAVIA,52900.0,2018,2,115.0,0,petrol,1.0,1,0,1,1,0
784,Skoda,OCTAVIA,135900.0,2022,1,150.0,0,petrol,1.5,1,0,0,0,0
785,Suzuki,SX4,108400.0,2022,1,129.0,0,hybrid,1.4,0,1,1,0,1
786,Mercedes-Benz,SPRINTER,214000.0,2023,0,190.0,0,diesel,5.2,0,0,0,0,0
787,Citroen,C4,59900.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1
788,Jeep,COMPASS,16000.0,2022,1,240.0,1,hybrid,1.4,0,1,0,0,1
789,Genesis,G80,339000.0,2023,1,304.0,0,petrol,2.5,0,0,1,0,1
790,Nissan,X-TRAIL,75000.0,2018,1,130.0,0,diesel,1.6,0,1,1,1,0
791,Suzuki,VITRA,60000.0,2016,2,120.0,0,petrol,1.6,0,1,1,1,0
792,Jeep,GRAND CHEROKEE,70000.0,2012,2,282.0,1,petrol,3.6,1,1,0,0,0
793,Nissan,QASHQAI,48000.0,2015,2,115.0,0,petrol,1.2,0,1,1,1,0
794,Skoda,OCTAVIA,46000.0,2016,1,110.0,0,petrol,1.2,1,0,0,0,0
795,BMW,3 SERIES,218000.0,2021,3,184.0,0,hybrid,2.0,0,0,1,1,0
796,Peugeot,5008,185000.0,2023,1,130.0,0,petrol,1.2,0,1,1,0,1
797,Ford,EDGE,1500.0,2011,1,285.0,1,petrol,3.5,1,1,0,0,0
798,Porsche,CAYENNE,92000.0,2010,3,240.0,1,diesel,3.0,1,1,0,0,0
799,Mercedes-Benz,A-CLASS,229000.0,2022,1,160.0,0,hybrid,1.3,1,0,1,0,0
800,Jeep,GRAND CHEROKEE,325000.0,2022,2,295.0,1,petrol,3.6,1,1,1,0,0
801,Peugeot,2008,34800.0,2017,2,110.0,0,petrol,1.2,1,1,0,1,0
802,Peugeot,301,13625.0,2014,2,115.0,0,petrol,1.6,1,0,0,0,0
803,Audi,Q3,80000.0,2015,1,180.0,1,petrol,2.0,0,1,0,1,0
804,Chevrolet,TRAVERSE,2000.0,2012,3,281.0,1,electric,3.6,1,1,0,0,0
805,Land Rover,DISCOVERY 4,129000.0,2012,1,255.0,1,diesel,3.0,1,1,0,0,0
806,Kia,SPORTAGE,40000.0,2011,3,163.0,0,petrol,2.0,1,1,1,0,0
807,Citroen,C4,76000.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1
808,Mitsubishi,ATRAGE,25000.0,2016,2,80.0,0,petrol,1.2,0,1,0,0,0
809,Volkswagen,GOLF,49900.0,2016,2,125.0,0,petrol,1.4,0,1,1,1,0
810,Skoda,OCTAVIA,4000.0,2021,1,110.0,0,petrol,1.0,1,0,0,0,0
811,Skoda,OCTAVIA,72000.0,2019,1,115.0,0,petrol,1.0,0,1,0,1,1
812,GMC,GMC YUKON DENALI,8000.0,2015,2,420.0,1,petrol,6.2,1,0,0,0,0
813,Skoda,KODIAQ,83500.0,2017,1,150.0,0,petrol,1.4,1,0,0,0,0
814,Jeep,GRAND CHEROKEE,225000.0,2021,1,286.0,1,petrol,3.6,1,0,0,0,0
815,Chevrolet,EQUINOX,90000.0,2020,1,170.0,0,electric,1.5,1,1,1,0,0
816,Mitsubishi,OUTLANDER,126000.0,2019,1,135.0,1,hybrid,2.4,0,0,1,1,0
817,Skoda,OCTAVIA,1000.0,2012,2,105.0,0,petrol,1.2,1,0,0,0,0
818,Volkswagen,TRANSPORTER,28000.0,2005,2,130.0,0,diesel,2.5,0,0,0,0,0
819,Cupra,FORMENTOR,190000.0,2021,1,310.0,1,petrol,2.0,1,0,0,0,0
820,Nissan,X-TRAIL,119989.0,2021,1,160.0,0,petrol,1.3,1,1,1,0,0
821,Skoda,KODIAQ,135000.0,2019,2,190.0,1,diesel,2.0,1,0,0,0,0
822,Audi,Q3,85000.0,2016,3,150.0,0,petrol,1.4,1,1,0,1,0
823,Alfa Romeo,GIULIETTA,60000.0,2014,3,240.0,0,petrol,1.7,1,1,0,0,0
824,Mazda,3,84900.0,2020,1,165.0,0,petrol,2.0,0,1,1,0,1
825,Chevrolet,SILVERADO 2500,99900.0,2018,1,445.0,1,diesel,6.6,1,0,0,0,0
826,Suzuki,JIMNY,29999.0,2008,4,85.0,1,petrol,1.3,1,1,0,0,0
827,Seat,ATKA,91000.0,2020,1,150.0,0,petrol,1.5,0,1,1,0,1
828,Toyota,COROLLA,116900.0,2022,1,125.0,0,petrol,1.5,1,1,1,0,0
829,Chevrolet,MALIBU,84900.0,2019,2,163.0,0,electric,1.5,0,1,1,0,0
830,Skoda,OCTAVIA,55000.0,2018,2,115.0,0,petrol,1.0,1,0,1,1,0
831,Mazda,2,81900.0,2021,1,116.0,0,petrol,1.5,0,1,1,0,0
832,Land Rover,RANGE ROVER EVOQUE,235000.0,2021,2,160.0,0,electric,1.5,0,1,1,0,0
833,Toyota,COROLLA HYBRID,105664.0,2020,1,98.0,0,petrol,1.8,0,0,1,0,1
834,Opel,ASTRA,2000.0,2015,3,140.0,0,petrol,1.4,1,0,1,0,0
835,Citroen,BERLINGO,52000.0,2019,2,75.0,0,diesel,1.6,1,0,1,1,0
836,Subaru,FORESTER,139000.0,2019,2,182.0,1,petrol,2.5,0,1,1,0,1
837,Audi,Q3,259000.0,2023,1,150.0,0,hybrid,1.4,1,1,0,0,0
838,Peugeot,5008,80000.0,2019,3,165.0,0,petrol,1.6,0,1,1,1,0
839,Toyota,LAND CRUISER,158000.0,2011,2,173.0,1,diesel,3.0,1,1,0,0,0
840,Mercedes-Benz,VITO,59000.0,2012,3,136.0,0,diesel,2.1,1,0,0,0,0
841,Opel,ASTRA,21000.0,2016,3,140.0,0,petrol,1.4,1,0,1,0,0
842,Ford,EXPLORER,88550.0,2013,3,290.0,1,petrol,3.5,1,1,0,0,1
844,Audi,Q5,55000.0,2009,2,211.0,1,petrol,2.0,0,1,0,0,0
845,Cadillac,XT6,295000.0,2022,1,310.0,0,petrol,3.6,1,1,1,0,0
846,Mitsubishi,OUTLANDER,86000.0,2016,1,150.0,0,petrol,2.0,1,1,0,0,0
847,Subaru,XV,63000.0,2018,2,114.0,1,petrol,1.6,0,1,1,1,0
848,Ford,EDGE,45000.0,2014,1,240.0,0,petrol,2.0,1,1,0,0,0
849,Chevrolet,SPARK,45000.0,2017,2,98.0,0,electric,1.4,1,0,1,0,0
850,Suzuki,ALTO,13000.0,2015,2,67.0,0,petrol,1.0,1,0,0,1,0
851,Subaru,FORESTER,25000.0,2009,2,150.0,1,petrol,2.0,1,1,0,0,0
852,Audi,Q5,68000.0,2014,2,225.0,1,petrol,2.0,1,1,0,0,0
853,Alfa Romeo,STELVIO,207900.0,2021,2,280.0,1,petrol,2.0,0,1,1,0,1
854,Kia,NIRO HYBRID,116000.0,2020,1,141.0,0,hybrid,1.6,0,1,1,0,0
855,Toyota,COROLLA HYBRID,109900.0,2021,1,98.0,0,hybrid,1.8,0,1,1,0,0
856,Mitsubishi,ATRAGE,26500.0,2016,1,80.0,0,petrol,1.2,0,1,0,0,0
857,Nissan,SENTRA,72980.0,2020,1,149.0,0,petrol,2.0,0,0,1,0,1
858,Toyota,COROLLA HYBRID,107000.0,2019,0,98.0,0,hybrid,1.8,0,1,1,0,0
859,Nissan,QASHQAI,86192.0,2018,1,115.0,0,petrol,1.2,0,1,1,1,0
860,Peugeot,2008,51950.0,2019,2,110.0,0,petrol,1.2,0,0,1,0,0
861,Toyota,COROLLA HYBRID,95700.0,2019,2,98.0,0,hybrid,1.8,0,1,1,0,0
862,Jeep,COMPASS,37000.0,2012,3,154.0,0,petrol,2.0,1,1,0,0,0
863,Toyota,COROLLA HYBRID,96300.0,2019,2,98.0,0,hybrid,1.8,0,1,1,0,0
864,Volvo,XC90,160000.0,2017,1,407.0,1,hybrid,2.0,1,0,1,0,0
865,Renault,KOLEOS,115000.0,2021,2,150.0,0,diesel,1.7,0,1,1,0,1
866,BMW,X5,69000.0,2008,3,355.0,1,petrol,4.8,1,1,0,0,0
867,Kia,SPORTAGE,73000.0,2020,1,136.0,0,diesel,1.6,0,1,1,0,0
868,Nissan,QASHQAI,79000.0,2019,2,159.0,0,petrol,1.3,0,1,1,1,0
869,Suzuki,JIMNY,65000.0,2015,3,85.0,1,petrol,1.3,1,0,0,0,0
870,Hyundai,SONATA,138000.0,2021,1,180.0,0,petrol,1.6,0,0,1,0,1
871,Kia,NIRO HYBRID,65000.0,2017,2,141.0,0,hybrid,1.6,0,1,1,0,1
872,Mazda,CX-5,72000.0,2017,2,165.0,0,petrol,2.0,1,1,0,1,0
873,Toyota,COROLLA,1000.0,2011,4,124.0,0,petrol,1.6,1,0,0,0,0
874,Mitsubishi,OUTLANDER,28000.0,2011,3,147.0,0,petrol,2.0,1,1,0,0,0
875,Volkswagen,CRAFTER,27000.0,2022,2,177.0,0,diesel,2.0,1,0,1,0,1
876,Renault,CLIO,3000.0,2022,1,91.0,0,petrol,1.0,1,1,1,0,0
877,Kia,STONIC,87000.0,2020,1,120.0,0,petrol,1.0,0,1,1,1,0
878,Peugeot,3008,30000.0,2015,2,156.0,0,petrol,1.6,1,1,0,0,0
879,Peugeot,3008,131000.0,2022,1,130.0,0,diesel,1.5,0,0,0,1,0
880,Seat,LEON,85000.0,2019,1,150.0,0,petrol,1.5,0,0,1,1,1
881,Kia,SPORTAGE,86900.0,2021,1,136.0,0,diesel,1.6,0,1,1,0,0
882,Hyundai,SONATA HYBRID,126000.0,2021,1,192.0,0,hybrid,2.0,0,1,0,0,1
883,Kia,STONIC,77900.0,2021,1,100.0,0,petrol,1.0,0,1,1,1,0
884,Toyota,COROLLA HYBRID,101900.0,2021,1,98.0,0,petrol,1.8,0,0,0,0,0
885,Toyota,COROLLA HYBRID,103000.0,2020,1,98.0,0,hybrid,1.8,0,1,0,1,0
886,Peugeot,3008,83900.0,2020,1,130.0,0,diesel,1.5,0,1,1,1,0
887,Mazda,3,95000.0,2021,1,165.0,0,petrol,2.0,0,1,1,0,1
888,Volkswagen,POLO,22500.0,2012,1,85.0,0,petrol,1.4,1,0,0,0,0
889,Hyundai,MATRIX,7620.0,2008,6,103.0,0,petrol,1.6,1,1,0,0,0
890,Fiat,DUCATO,6000.0,2018,1,180.0,0,diesel,2.3,1,0,0,0,0
891,Opel,ZAFIRA,31075.0,2016,3,140.0,0,petrol,1.4,1,0,0,0,0
892,Chevrolet,CAMARO,126000.0,2014,3,312.0,0,electric,3.6,1,0,0,0,0
893,Volkswagen,GOLF GTI,60000.0,2011,6,210.0,0,petrol,2.0,1,1,0,0,0
894,Nissan,X-TRAIL,98000.0,2018,2,130.0,0,diesel,1.6,0,1,1,1,0
895,Hyundai,IONIQ,67000.0,2018,2,141.0,0,hybrid,1.6,0,1,0,0,1
896,Ford,MUSTANG,120000.0,2014,2,305.0,0,petrol,3.7,1,1,0,0,0
897,Mercedes-Benz,E-CLASS,200000.0,2018,2,211.0,0,hybrid,2.0,0,0,0,1,1
898,Mercedes-Benz,CLA,260000.0,2022,2,160.0,0,hybrid,1.3,0,1,1,0,0
899,Skoda,SUPERB,75000.0,2018,2,180.0,0,petrol,1.8,0,1,1,1,0
900,Porsche,PANAMERA,380000.0,2018,3,330.0,1,hybrid,2.9,1,0,0,1,0
901,Suzuki,SWIFT,17000.0,2008,3,101.0,0,petrol,1.5,1,1,0,0,0
902,Toyota,COROLLA HYBRID,114900.0,2021,1,98.0,0,hybrid,1.8,0,0,0,1,1
903,Chevrolet,IMPALA,54000.0,2017,2,305.0,0,electric,3.6,1,1,1,0,0
904,Audi,A4,127800.0,2018,1,252.0,1,petrol,2.0,0,1,0,1,1
905,Subaru,FORESTER,160000.0,2021,1,182.0,1,petrol,2.5,1,1,0,0,0
906,Skoda,OCTAVIA,120000.0,2021,1,150.0,0,petrol,1.5,1,0,0,0,0
907,Kia,SPORTAGE,75000.0,2019,1,136.0,0,diesel,1.6,0,1,1,0,0
908,Lexus,NX,218000.0,2021,1,155.0,0,hybrid,2.5,0,0,1,0,1
909,Alfa Romeo,STELVIO,179900.0,2021,0,200.0,1,petrol,2.0,0,1,1,0,1
910,Renault,GRAND SCENIC,64000.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0
911,Citroen,C4,74900.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1
912,Hyundai,IONIQ,132591.0,2021,1,141.0,0,hybrid,1.6,0,1,0,0,1
913,Suzuki,JIMNY,145000.0,2022,0,102.0,1,petrol,1.5,1,1,1,0,0
914,Skoda,KODIAQ,117431.0,2017,2,150.0,0,petrol,1.4,0,0,0,0,0
915,Mitsubishi,PAJERO,2000.0,2001,5,165.0,1,diesel,3.2,1,0,0,0,0
916,Mazda,CX-5,125000.0,2021,2,165.0,0,petrol,2.0,0,1,1,1,0
917,Honda,CIVIC,50000.0,2017,2,142.0,0,petrol,1.8,1,1,1,0,0
918,BMW,X2,185000.0,2022,2,136.0,0,petrol,1.5,0,1,1,1,0
919,Kia,NIRO HYBRID,81000.0,2018,1,141.0,0,hybrid,1.6,0,1,1,0,1
920,Skoda,YETI,25300.0,2013,2,105.0,0,petrol,1.2,1,1,0,1,0
921,Kia,PICANTO,27000.0,2013,2,85.0,0,petrol,1.2,1,1,0,0,0
922,Fiat,DOBLO,15000.0,2015,3,90.0,0,diesel,1.2,1,0,0,1,0
923,Mercedes-Benz,GLC-CLASS COUPE,388375.0,2022,1,197.0,0,petrol,2.0,0,1,1,0,1
924,BMW,Z4,18000.0,2021,2,197.0,0,petrol,2.0,0,1,1,0,1
925,BMW,X2,190000.0,2023,2,136.0,0,petrol,1.5,0,1,1,1,0
926,Isuzu,4X4 D-MAX,130000.0,2017,2,163.0,1,diesel,2.5,1,0,0,0,0
927,Nissan,QASHQAI,135000.0,2022,1,156.0,0,petrol,1.3,0,1,1,0,0
928,Citroen,JUMPY,89000.0,2017,2,177.0,0,diesel,2.0,1,0,0,0,0
929,Volkswagen,GOLF,14500.0,2008,4,102.0,0,petrol,1.6,1,0,0,0,0
930,Peugeot,3008,55000.0,2017,2,120.0,0,diesel,1.6,0,1,1,1,0
931,Toyota,LAND CRUISER,212000.0,2014,2,190.0,1,diesel,3.0,1,1,0,0,0
932,Hyundai,I10,70000.0,2022,1,84.0,0,petrol,1.2,0,0,1,0,0
933,Kia,CEED,20000.0,2017,2,136.0,0,diesel,1.6,1,1,0,1,0
934,Suzuki,GRAND VITRA,24800.0,2007,2,140.0,1,petrol,2.0,1,1,0,0,0
935,Nissan,SENTRA,87900.0,2021,1,149.0,0,petrol,2.0,0,1,1,0,1
936,Subaru,B4,18000.0,2010,2,150.0,1,petrol,2.0,1,1,0,0,0
937,Kia,NIRO PHEV,136000.0,2023,1,141.0,0,electric,1.6,0,1,1,0,1
938,Nissan,JUKE,22500.0,2012,1,117.0,0,petrol,1.6,1,1,0,0,0
939,Renault,MEGANE GRAND COUPE,79000.0,2021,1,116.0,0,diesel,1.5,0,1,1,0,1
940,Audi,Q5,95000.0,2017,2,180.0,1,petrol,2.0,1,1,0,0,0
941,Chevrolet,SILVERADO 3500,94900.0,2019,2,445.0,1,diesel,6.6,0,0,0,0,0
942,Honda,CIVIC,49900.0,2018,4,125.0,0,petrol,1.6,0,1,1,1,0
943,BMW,4 SERIES,469000.0,2024,0,258.0,0,petrol,2.0,0,0,0,0,0
944,Renault,MEGANE GRAND COUPE,81000.0,2021,1,116.0,0,diesel,1.5,0,1,0,1,1
945,Jaguar,F-PACE,299000.0,2021,1,250.0,1,petrol,2.0,1,1,0,0,0
946,Toyota,COROLLA HYBRID,92900.0,2021,1,98.0,0,hybrid,1.8,0,1,0,1,0
947,Mazda,6,69500.0,2018,1,165.0,0,petrol,2.0,0,1,0,0,0
948,Kia,NIRO HYBRID,96000.0,2019,2,141.0,0,hybrid,1.6,0,1,0,0,1
949,Subaru,XV,63400.0,2017,2,114.0,1,petrol,1.6,1,1,0,1,0
950,DS,DS7 CROSSBACK,99000.0,2018,1,177.0,0,diesel,2.0,0,1,0,1,1
951,Skoda,OCTAVIA,59500.0,2015,1,105.0,0,petrol,1.2,1,0,0,0,0
952,Subaru,XV,57000.0,2017,1,114.0,1,petrol,1.6,0,1,1,1,0
953,Skoda,OCTAVIA,43000.0,2014,2,105.0,0,petrol,1.2,1,0,0,0,0
954,Chevrolet,TRAX,30000.0,2014,2,140.0,0,electric,1.4,0,1,1,1,0
955,Skoda,OCTAVIA,45000.0,2015,2,105.0,0,petrol,1.2,1,0,0,0,0
956,Skoda,KAMIK,96000.0,2021,1,115.0,0,petrol,1.0,1,0,0,0,0
957,BMW,I8,295000.0,2017,3,362.0,1,hybrid,1.5,0,1,0,1,0
958,Hyundai,I25,24550.0,2012,2,109.0,0,petrol,1.4,0,0,0,0,0
959,Chevrolet,ORLANDO,32000.0,2015,2,140.0,0,electric,1.4,0,1,1,1,0
960,Kia,PICANTO,50000.0,2019,2,84.0,0,petrol,1.2,1,0,1,0,0
961,Citroen,C3,36250.0,2017,2,110.0,0,petrol,1.2,1,0,0,1,0
962,Kia,SPORTAGE,92000.0,2018,2,155.0,0,petrol,2.0,1,1,1,0,0
963,Kia,SPORTAGE,88000.0,2018,2,155.0,0,petrol,2.0,1,1,1,0,0
964,Nissan,QASHQAI,22400.0,2009,4,140.0,0,petrol,2.0,0,1,0,0,0
965,Jeep,GRAND CHEROKEE,128000.0,2019,4,286.0,1,petrol,3.6,1,1,1,0,0
966,Toyota,RAV4,180000.0,2020,1,178.0,0,hybrid,2.5,0,1,1,1,0
967,Audi,Q5,85000.0,2015,2,225.0,1,petrol,2.0,1,1,0,0,0
968,Peugeot,2008,102000.0,2022,1,130.0,0,diesel,1.5,0,1,1,1,0
969,Mercedes-Benz,CLA,239000.0,2021,2,160.0,0,hybrid,1.3,0,1,1,0,0
970,Skoda,OCTAVIA,4000.0,2020,1,150.0,0,petrol,1.5,1,0,0,0,0
971,Mitsubishi,OUTLANDER,111489.0,2017,1,150.0,0,petrol,2.0,0,0,1,0,1
972,Volkswagen,TIGUAN,179000.0,2022,1,150.0,0,petrol,1.5,0,0,1,0,1
973,Skoda,KODIAQ,174900.0,2023,1,150.0,0,petrol,1.5,0,1,1,0,1
974,Subaru,IMPREZA,23000.0,2014,2,114.0,0,petrol,1.6,1,0,0,0,0
975,Seat,IBIZA,25000.0,2011,2,105.0,0,petrol,1.2,1,0,0,0,0
976,BMW,7 SERIES,49900.0,2011,7,326.0,0,petrol,3.0,1,1,0,0,1
977,Hyundai,I10,30000.0,2015,3,66.0,0,petrol,1.0,1,0,0,0,0
978,BMW,5 SERIES,199000.0,2019,3,252.0,0,hybrid,2.0,0,1,1,1,0
979,Dacia,SANDRO,20000.0,2015,1,90.0,0,petrol,0.9,1,0,0,1,0
980,Nissan,QASHQAI,100663.0,2019,1,115.0,0,petrol,1.2,0,1,1,1,0
981,Audi,Q3,172000.0,2021,1,150.0,0,petrol,1.5,0,1,1,0,1
982,Toyota,COROLLA,34250.0,2012,2,124.0,0,petrol,1.6,1,0,0,0,0
983,Skoda,KODIAQ,138000.0,2020,1,150.0,0,petrol,1.5,0,1,1,0,1
984,Cadillac,XT6,294999.0,2023,1,310.0,0,petrol,3.6,1,1,0,0,1
985,Chevrolet,SPARK,60000.0,2020,2,98.0,0,electric,1.4,1,1,1,0,0
986,Audi,A4,5000.0,2017,3,190.0,0,petrol,2.0,0,1,1,0,1
987,Volvo,944,29750.0,1994,1,112.0,0,petrol,2.3,1,0,0,0,0
988,Audi,Q2,100000.0,2019,2,116.0,0,petrol,1.0,0,1,1,0,1
989,Volvo,XC90,32000.0,2010,6,238.0,1,petrol,3.2,1,1,0,0,0
990,Ford,EXPLORER,10000.0,2014,1,290.0,1,petrol,3.5,1,0,1,0,1
991,Skoda,SUPERB,200000.0,2022,1,156.0,0,hybrid,1.4,0,0,1,0,0
992,Chevrolet,CRUZE,16900.0,2014,3,140.0,0,electric,1.4,1,0,1,0,0
993,Toyota,LAND CRUISER,88000.0,2008,4,173.0,1,diesel,3.0,1,0,0,0,0
994,Citroen,C3,45000.0,2019,2,110.0,0,petrol,1.2,0,1,1,1,0
995,Mercedes-Benz,CLA,329000.0,2021,1,306.0,1,petrol,2.0,1,1,1,0,0
996,Honda,ODYSSEY,57000.0,2014,2,248.0,0,petrol,3.5,1,1,1,0,0
997,Hyundai,I30CW,12500.0,2010,4,126.0,0,petrol,1.6,1,0,0,0,0
998,Dacia,DUSTER,58000.0,2019,1,109.0,0,diesel,1.5,1,0,1,1,0
999,Suzuki,ALTO,15000.0,2011,1,67.0,0,petrol,1.0,0,0,0,0,0
1000,Honda,CIVIC,63500.0,2017,2,142.0,0,petrol,1.8,1,1,0,0,0
1001,Chevrolet,SPARK,12000.0,2011,3,82.0,0,electric,1.2,1,0,0,1,0
1002,Kia,NIRO HYBRID,77900.0,2020,1,141.0,0,hybrid,1.6,0,1,0,0,1
1003,Nissan,QASHQAI,110000.0,2020,1,160.0,0,petrol,1.3,0,1,1,1,0
1004,Toyota,COROLLA,59000.0,2014,1,132.0,0,petrol,1.6,1,1,0,1,0
1005,Seat,IBIZA,32900.0,2013,4,105.0,0,petrol,1.2,1,1,0,0,0
1006,Skoda,SUPERB,38770.0,2014,3,200.0,0,petrol,2.0,1,1,0,0,0
1007,Hyundai,IONIQ,85215.0,2017,2,141.0,0,hybrid,1.6,0,1,1,0,1
1008,Mitsubishi,OUTLANDER,84500.0,2018,2,150.0,0,petrol,2.0,0,1,1,0,1
1009,Land Rover,RANGE ROVER EVOQUE,104900.0,2014,4,241.0,1,petrol,2.0,0,1,0,0,0
1010,Dacia,DUSTER,3000.0,2018,3,109.0,0,diesel,1.5,1,0,1,1,0
1011,Porsche,MACAN,179900.0,2015,2,340.0,1,petrol,3.0,1,1,0,0,0
1012,Chevrolet,EQUINOX,113969.0,2019,1,170.0,0,electric,1.5,0,1,1,0,0
1013,Renault,MEGANE GRAND COUPE,50025.0,2017,3,110.0,0,diesel,1.5,1,1,0,1,0
1014,Kia,PICANTO,66700.0,2018,2,84.0,0,petrol,1.2,1,1,1,0,0
1015,Toyota,YARIS,62000.0,2019,1,112.0,0,petrol,1.5,1,0,1,0,0
1016,Toyota,YARIS,130000.0,2021,1,125.0,0,petrol,1.5,0,1,1,0,1
1017,Chevrolet,SPARK,63000.0,2020,1,98.0,0,electric,1.4,1,1,1,0,0
1018,Kia,NIRO HYBRID,57000.0,2017,2,141.0,0,hybrid,1.6,0,1,1,0,0
1019,Skoda,SUPERB,110000.0,2020,2,150.0,0,petrol,1.5,0,1,1,0,1
1020,Renault,CAPTURE,4000.0,2016,2,118.0,0,petrol,1.2,1,1,0,1,0
1021,Toyota,AVENSIS,10500.0,2006,2,150.0,0,petrol,2.0,1,0,0,0,0
1022,Volkswagen,CADDY,54000.0,2018,1,102.0,0,diesel,2.0,1,0,1,1,0
1023,Fiat,500,18000.0,2013,3,69.0,0,petrol,1.2,1,0,0,1,0
1024,Hyundai,SONATA HYBRID,7000.0,2021,2,192.0,0,hybrid,2.0,0,1,1,0,1
1025,Jeep,GRAND CHEROKEE,140000.0,2017,2,250.0,1,diesel,3.0,1,1,0,0,0
1026,Hyundai,TUCSON,66000.0,2016,2,155.0,0,petrol,2.0,1,1,0,0,0
1027,Kia,PICANTO,32000.0,2016,6,69.0,0,petrol,1.0,1,0,1,1,0
1028,Toyota,COROLLA HYBRID,118000.0,2021,2,98.0,0,hybrid,1.8,0,0,1,0,1
1029,Audi,Q3,167000.0,2020,1,150.0,0,petrol,1.5,1,1,1,0,0
1030,Hyundai,I10,22000.0,2011,4,87.0,0,petrol,1.2,1,0,0,0,0
1031,Hyundai,SONATA HYBRID,174000.0,2023,1,192.0,0,hybrid,2.0,0,0,1,0,0
1032,Volkswagen,PASSAT,19999.0,2012,5,160.0,0,petrol,1.8,1,1,0,0,0
1033,Honda,CIVIC,23500.0,2008,2,140.0,0,petrol,1.8,1,1,0,0,0
1034,Jeep,WRANGLER,210000.0,2020,2,272.0,1,petrol,2.0,1,1,1,0,0
1035,BMW,3 SERIES,149000.0,2018,3,252.0,0,hybrid,2.0,0,1,1,0,1
1036,Ssangyong,REXTON,265000.0,2024,1,202.0,0,diesel,2.2,1,1,1,0,0
1037,Kia,PICANTO,28900.0,2014,4,85.0,0,petrol,1.2,1,0,0,0,0
1038,Chevrolet,SPARK,4800.0,2011,2,82.0,0,electric,1.2,1,0,0,1,0
1039,Skoda,SUPERB,10000.0,2023,1,190.0,0,petrol,2.0,1,1,0,0,1
1040,Seat,IBIZA,72000.0,2021,1,110.0,0,petrol,1.0,1,0,1,1,0
1041,Mazda,3,23500.0,2010,2,105.0,0,petrol,1.6,1,0,0,0,0
1042,Lexus,RX450H,74900.0,2014,3,249.0,1,hybrid,3.5,0,1,0,1,0
1043,Nissan,SENTRA,79999.0,2021,2,149.0,0,petrol,2.0,0,1,1,0,1
1044,Nissan,X-TRAIL,111073.0,2017,1,130.0,0,diesel,1.6,0,1,1,1,0
1045,Skoda,OCTAVIA,115000.0,2021,2,150.0,0,petrol,1.5,1,0,0,0,0
1046,Hyundai,ELANTRA,55000.0,2017,1,127.0,0,petrol,1.6,1,0,1,0,0
1047,Ford,EXPLORER,139900.0,2018,2,290.0,1,petrol,3.5,1,1,0,0,1
1048,Nissan,MICRA,43500.0,2018,1,80.0,0,petrol,1.2,1,0,0,0,0
1049,Toyota,LAND CRUISER,275000.0,2022,2,204.0,1,diesel,2.8,1,1,1,0,0
1050,Lamborghini,URUS,1600000.0,2019,1,650.0,1,petrol,4.0,1,0,0,0,0
1051,Kia,SORENTO,256994.0,2024,1,180.0,0,petrol,2.5,0,1,1,0,0
1052,Kia,NIRO PHEV,122000.0,2021,1,141.0,0,hybrid,1.6,0,1,0,0,1
1053,Peugeot,3008,79000.0,2017,2,165.0,0,petrol,1.6,0,1,1,1,0
1054,Mazda,CX-3,108160.0,2021,1,156.0,0,petrol,2.0,1,1,0,1,0
1055,Toyota,RAV4,149800.0,2021,1,175.0,0,petrol,2.0,0,0,1,1,1
